X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Orientation_Index,SigmoidOfAreas,Class
945,956,508640,508650,85,12,10,14041,139,181,1387,0,1,40,6215,2273,9091,79,9167,100,0,19294,10414,10000,-909,-909,2173,3
856,864,519257,519266,57,10,11,9848,161,183,1387,0,1,40,7541,2083,8889,58,8000,81.82,1,17559,9031,9542,1111,1111,1773,3
925,934,552377,552388,75,9,11,12593,150,180,1387,0,1,40,6532,2424,8182,65,10000,100,1,18751,9542,10414,1818,1818,2051,3
919,930,561832,561842,88,11,10,14538,134,183,1387,0,1,40,6590,2000,9091,79,10000,100,0,19445,10414,10000,-909,-909,2173,3
919,928,578380,578392,88,10,13,14808,148,182,1387,0,1,40,6619,1852,7500,65,9000,92.31,1,19445,9542,10792,2500,2500,2150,3
933,940,612662,612672,52,9,10,8857,161,182,1387,0,1,40,6446,2571,7000,50,7778,100,1,17160,8451,10000,3000,3000,1753,3
936,942,625664,625675,52,9,11,8801,159,181,1387,0,1,40,6417,2121,5454,43,6667,100,1,17160,7782,10414,4545,4545,1715,3
936,944,639848,639857,65,9,9,11132,161,182,1387,0,1,40,6388,972,8889,58,8889,100,1,18129,9031,9542,1111,1111,1773,3
926,935,675316,675327,63,9,11,10518,156,180,1387,0,1,40,6518,3636,8182,65,10000,100,1,17993,9542,10414,1818,1818,2051,3
897,907,898704,898715,101,11,11,16760,148,182,1387,0,1,40,6921,818,9091,72,9091,100,1,20043,10000,10414,909,909,2173,3
892,903,908164,908176,92,12,12,14703,128,175,1387,0,1,40,6979,3030,9167,79,9167,100,1,19638,10414,10792,833,833,2432,3
824,832,928256,928264,53,9,8,9033,158,181,1387,0,1,40,8003,1719,10000,58,8889,100,0.5,17243,9031,9031,0,0,1696,3
732,793,78207,78276,2358,104,101,233778,49,124,1387,0,1,40,8565,4398,8841,440,5865,68.32,1,33725,17853,18389,1159,1159,10000,3
367,440,795618,795659,2108,80,61,175110,6,119,1387,0,1,40,5292,2957,5616,526,9125,67.21,0,33239,18633,16128,-4384,-4384,10000,3
476,490,13302,13320,227,14,18,21216,36,127,1373,0,1,40,6934,992,7778,102,10000,100,1,23560,11461,12553,2222,2222,4170,3
498,515,31041,31058,231,17,17,21639,33,127,1373,0,1,40,7254,2007,10000,124,10000,100,0.5,23636,12305,12305,0,0,4779,3
1147,1162,41184,41201,194,16,17,19202,68,124,1373,0,1,40,3074,2392,8824,109,9375,100,1,22878,11761,12305,1177,1177,4219,3
489,504,55547,55568,247,17,21,23671,43,129,1373,0,1,40,7123,2159,7143,109,8824,100,1,23927,11761,13222,2857,2857,5212,3
236,249,64701,64720,175,13,19,18625,61,126,1373,0,1,40,3438,2915,6842,95,10000,100,1,22430,11139,12787,3158,3158,4089,3
1314,1333,3149494,3149542,566,28,49,49867,70,103,1387,0,1,40,779,3794,3958,137,6786,97.96,1,27528,12787,16812,6042,6042,9831,3
1614,1638,676623,676657,655,33,35,49303,54,93,1687,1,0,80,581,1973,7059,142,7273,97.14,1,28162,13802,15315,2941,2941,9685,3
19,169,4197607,4215748,152655,10449,18152,11591414,0,156,1336,0,1,40,284,9439,83,1123,144,99.94,1,51837,21761,42587,9917,9917,10000,3
0,230,308503,308712,25323,1022,593,3037459,24,148,1400,0,1,40,0,4732,9087,1643,2251,35.25,0,44035,23617,23201,-913,-913,10000,3
3,223,333373,333576,21110,1138,597,2554885,21,148,1402,0,1,40,43,5273,9227,1569,1933,34,0,43245,23424,23075,-773,-773,10000,3
0,225,344016,344225,25473,992,578,3061597,23,148,1400,0,1,40,0,4583,9289,1607,2268,36.16,0,44061,23522,23201,-711,-711,10000,3
0,436,407936,408170,24365,1084,680,2935414,22,143,1404,0,1,40,0,7612,5367,3105,4022,34.41,0,43868,26395,23692,-4633,-4633,10000,3
0,224,418600,418798,20894,1169,712,2529140,18,143,1398,0,1,40,0,5289,8839,1602,1916,27.81,0,43200,23503,22967,-1161,-1161,10000,3
0,828,468317,468520,20726,1193,709,2499819,25,143,1402,0,1,40,0,8767,2452,5906,6941,28.63,0,43165,29180,23075,-7548,-7548,10000,3
1,222,486069,486291,22554,999,605,2712104,27,150,1400,0,1,40,14,5403,9955,1579,2212,36.69,1,43532,23444,23463,45,45,10000,3
0,223,500276,500482,21987,1050,684,2638402,21,143,1398,0,1,40,0,5214,9238,1595,2124,30.12,0,43422,23483,23139,-762,-762,10000,3
0,384,510931,511150,21036,1015,586,2519511,24,143,1402,0,1,40,0,7499,5703,2739,3783,37.37,0,43230,25843,23404,-4297,-4297,10000,3
41,218,553549,553733,16759,729,433,2020624,24,143,1402,0,1,40,585,4854,9620,1262,2428,42.49,1,42242,22480,22648,380,380,10000,3
41,222,564200,564395,17977,796,513,2144244,24,143,1402,0,1,40,585,4907,9282,1291,2274,38.01,1,42547,22577,22900,718,718,10000,3
41,735,581949,582129,19629,788,534,2332320,22,143,1400,0,1,40,586,8429,2594,4957,8807,33.71,0,42929,28414,22553,-7406,-7406,10000,3
41,222,592614,592819,17887,713,448,2156667,21,143,1400,0,1,40,586,5179,8829,1293,2539,45.76,1,42525,22577,23117,1171,1171,10000,3
37,261,652969,653195,18517,1021,696,2230510,25,150,1398,0,1,40,529,6342,9912,1602,2194,32.47,1,42676,23503,23541,88,88,10000,3
41,220,663618,663832,17825,790,539,2155523,24,143,1400,0,1,40,586,5347,8364,1279,2266,39.7,1,42510,22529,23304,1636,1636,10000,3
41,456,674290,674482,16686,842,562,2013557,19,150,1402,0,1,40,585,7906,4627,2960,4929,34.16,0,42224,26181,22833,-5373,-5373,10000,3
39,734,684933,685134,16521,926,591,1992604,21,149,1400,0,1,40,557,8817,2892,4964,7505,34.01,0,42180,28420,23032,-7108,-7108,10000,3
41,226,695578,695788,17706,802,537,2147442,24,148,1404,0,1,40,584,5443,8809,1318,2307,39.11,1,42481,22672,23222,1191,1191,10000,3
39,226,702679,702873,18071,814,534,2160349,27,148,1400,0,1,40,557,5019,9639,1336,2297,36.33,1,42570,22718,22878,361,361,10000,3
41,216,713328,713531,18908,853,535,2264960,24,143,1402,0,1,40,585,4678,8621,1248,2052,37.94,1,42766,22430,23075,1379,1379,10000,3
43,230,830512,830692,18896,768,507,2225392,22,142,1404,0,1,40,613,4386,9626,1332,2435,35.5,0,42764,22718,22553,-374,-374,10000,3
41,232,844714,844903,20313,755,497,2400588,23,141,1400,0,1,40,586,4373,9895,1364,2530,38.03,0,43078,22810,22765,-105,-105,10000,3
39,222,855369,855569,18203,696,480,2155986,25,143,1398,0,1,40,558,5027,9150,1309,2629,41.67,1,42601,22624,23010,850,850,10000,3
39,212,862475,862693,17357,794,495,2034432,27,142,1400,0,1,40,557,5398,7936,1236,2179,44.04,1,42395,22380,23385,2064,2064,10000,3
39,226,876673,876871,18954,749,482,2236201,25,143,1400,0,1,40,557,4881,9444,1336,2497,41.08,1,42777,22718,22967,556,556,10000,3
41,218,897989,898132,14949,720,469,1734628,27,142,1400,0,1,40,586,4094,8079,1264,2458,30.49,0,41746,22480,21553,-1921,-1921,10000,3
39,907,908650,908829,16469,929,568,1939163,27,143,1398,0,1,40,558,8940,2062,6209,9343,31.51,0,42167,29385,22529,-7938,-7938,10000,3
39,225,919301,919496,17810,763,456,2094532,25,142,1398,0,1,40,558,5090,9538,1330,2438,42.76,1,42507,22695,22900,461,461,10000,3
39,58,933630,933641,100,30,16,12817,123,140,1398,0,1,40,558,5215,5789,136,6333,68.75,0,20000,12787,10414,-4211,-4211,3494,3
142,167,947849,947878,354,67,47,44478,120,134,1400,0,1,40,2029,5117,8621,179,3731,61.7,1,25490,13979,14624,1379,1379,9437,3
39,218,965451,965599,16821,670,425,1972773,29,141,1398,0,1,40,558,3650,8268,1280,2672,34.82,0,42259,22529,21703,-1732,-1732,10000,3
39,218,979651,979800,15937,745,463,1847157,31,141,1398,0,1,40,558,4025,8324,1280,2403,32.18,0,42024,22529,21732,-1676,-1676,10000,3
41,222,990300,990473,15896,756,469,1847464,22,143,1400,0,1,40,586,4924,9558,1293,2394,36.89,0,42013,22577,22380,-442,-442,10000,3
41,58,997542,997556,128,38,27,16028,120,134,1400,0,1,40,586,4622,8235,121,4474,51.85,0,21072,12305,11461,-1765,-1765,3945,3
41,222,1018714,1018885,16220,780,453,1877827,19,141,1400,0,1,40,586,4760,9448,1293,2321,37.75,0,42101,22577,22330,-553,-553,10000,3
35,210,1029360,1029531,14963,779,468,1720418,22,141,1398,0,1,40,501,5000,9771,1252,2246,36.54,0,41750,22430,22330,-229,-229,10000,3
41,217,1040020,1040199,15050,867,541,1751637,21,141,1400,0,1,40,586,5223,9832,1257,2030,33.09,1,41775,22455,22529,168,168,10000,3
39,214,1050670,1050830,13033,731,420,1508093,29,141,1398,0,1,40,558,5345,9143,1252,2394,38.1,0,41150,22430,22041,-857,-857,10000,3
41,215,1150090,1150255,16968,670,399,1976551,26,143,1400,0,1,40,586,4090,9483,1243,2597,41.35,0,42296,22406,22175,-517,-517,10000,3
41,215,1157189,1157378,16584,821,498,1936241,25,143,1398,0,1,40,587,4957,9206,1245,2119,37.95,1,42197,22406,22765,794,794,10000,3
43,214,1164302,1164475,14969,805,503,1758655,27,142,1400,0,1,40,614,4940,9884,1221,2124,34.39,1,41752,22330,22380,116,116,10000,3
39,214,1174946,1175131,13601,805,503,1579135,25,141,1400,0,1,40,557,5799,9459,1250,2174,36.78,1,41336,22430,22672,540,540,10000,3
39,212,1185602,1185752,13387,763,425,1546189,29,141,1398,0,1,40,558,4841,8670,1238,2267,35.29,0,41267,22380,21761,-1329,-1329,10000,3
41,218,1196243,1196445,16164,861,522,1868220,23,141,1400,0,1,40,586,5479,8762,1264,2056,38.7,1,42085,22480,23054,1238,1238,10000,3
39,74,1206989,1207040,935,143,98,117325,119,135,1398,0,1,40,558,4762,6863,250,2448,52.04,1,29708,15441,17076,3137,3137,9999,3
41,219,1221106,1221276,15601,865,517,1835252,23,143,1400,0,1,40,586,4844,9551,1271,2058,32.88,0,41932,22504,22304,-449,-449,10000,3
41,221,1228221,1228359,11348,595,357,1302540,27,143,1400,0,1,40,586,5432,7667,1286,3025,38.66,0,40549,22553,21399,-2333,-2333,10000,3
39,214,1242405,1242592,15414,796,478,1798470,24,142,1400,0,1,40,557,5290,9358,1250,2199,39.12,1,41879,22430,22718,642,642,10000,3
43,215,1253069,1253240,13975,795,441,1630309,29,140,1400,0,1,40,614,5249,9942,1229,2164,38.78,0,41453,22355,22330,-58,-58,10000,3
39,440,1263724,1263888,11388,735,415,1315891,29,141,1398,0,1,40,558,8268,4090,2868,5456,39.52,0,40564,26031,22148,-5910,-5910,10000,3
39,214,1277926,1278089,13553,708,424,1567858,30,141,1400,0,1,40,557,5249,9314,1250,2472,38.44,0,41320,22430,22122,-686,-686,10000,3
37,218,1285016,1285196,15704,976,557,1814409,25,142,1396,0,1,40,530,5180,9945,1297,1855,32.32,0,41960,22577,22553,-55,-55,10000,3
39,211,1292132,1292303,12012,607,362,1381722,30,141,1398,0,1,40,558,5916,9942,1230,2834,47.24,0,40796,22355,22330,-58,-58,10000,3
39,212,1299230,1299402,11875,657,387,1375431,32,143,1398,0,1,40,558,6009,9942,1238,2633,44.44,0,40746,22380,22355,-58,-58,10000,3
41,212,1309877,1310041,11271,664,396,1297285,27,141,1402,0,1,40,585,5981,9591,1220,2575,41.41,0,40520,22330,22148,-409,-409,10000,3
41,227,1316989,1317154,12212,617,372,1398637,27,141,1402,0,1,40,585,6021,8871,1327,3015,44.35,0,40868,22695,22175,-1129,-1129,10000,3
39,68,1327718,1327750,539,94,63,68416,119,135,1402,0,1,40,556,4192,9063,207,3085,50.79,1,27316,14624,15051,938,938,9848,3
39,72,1338367,1338402,677,114,79,86417,120,140,1400,0,1,40,557,4139,9429,236,2895,44.3,1,28306,15185,15441,571,571,9966,3
39,217,1359602,1359742,10276,552,319,1187807,25,141,1400,0,1,40,557,5876,7865,1271,3225,43.89,0,40118,22504,21461,-2135,-2135,10000,3
41,224,1370247,1370411,11535,758,419,1327403,23,141,1400,0,1,40,586,6156,8962,1307,2414,39.14,0,40620,22624,22148,-1038,-1038,10000,3
39,66,1384526,1384579,794,131,91,101435,119,140,1402,0,1,40,556,4451,5094,193,2061,58.24,1,28998,14314,17243,4906,4906,9995,3
39,211,1391555,1391715,11492,650,443,1339579,26,143,1402,0,1,40,556,5824,9302,1227,2646,36.12,0,40604,22355,22041,-698,-698,10000,3
39,208,1402211,1402348,10904,617,334,1261668,28,141,1402,0,1,40,556,5290,8106,1205,2739,41.02,0,40376,22279,21367,-1893,-1893,10000,3
37,199,1430612,1430780,14069,675,452,1642086,26,141,1400,0,1,40,529,4831,9643,1157,2400,37.17,1,41483,22095,22253,357,357,10000,3
39,191,1437715,1437882,12388,631,374,1431766,29,143,1400,0,1,40,557,5120,9102,1086,2409,44.65,1,40930,21818,22227,898,898,10000,3
43,194,1448373,1448535,12108,614,359,1402972,34,141,1402,0,1,40,613,5050,9321,1077,2459,45.12,1,40831,21790,22095,679,679,10000,3
39,192,1469673,1469845,13946,589,406,1635177,33,142,1402,0,1,40,556,4701,8895,1091,2598,42.36,1,41445,21847,22355,1105,1105,10000,3
39,187,1480323,1480475,13309,500,310,1550152,31,143,1402,0,1,40,556,4084,9737,1056,2960,49.03,1,41241,21703,21818,263,263,10000,3
41,196,1494534,1494716,12729,634,404,1482862,29,143,1400,0,1,40,586,5488,8516,1107,2445,45.05,1,41048,21903,22601,1484,1484,10000,3
41,197,1512277,1512467,14309,793,469,1661835,31,141,1402,0,1,40,585,5172,8210,1113,1967,40.51,1,41556,21931,22787,1789,1789,10000,3
39,191,1530040,1530225,14346,694,424,1691554,29,143,1400,0,1,40,557,4898,8216,1086,2190,43.63,1,41567,21818,22672,1784,1784,10000,3
41,191,1540695,1540855,12260,660,378,1424210,33,141,1402,0,1,40,585,4892,9375,1070,2273,42.33,1,40885,21761,22041,625,625,10000,3
39,192,1554895,1555056,13185,572,370,1529932,30,141,1400,0,1,40,557,4647,9503,1093,2675,43.51,1,41201,21847,22068,497,497,10000,3
39,191,1565555,1565703,13114,618,381,1507625,33,141,1400,0,1,40,557,4171,9737,1086,2459,38.84,0,41177,21818,21703,-263,-263,10000,3
39,200,1576208,1576347,10796,572,363,1245388,38,141,1402,0,1,40,556,5176,8633,1148,2815,38.29,0,40333,22068,21430,-1366,-1366,10000,3
39,192,1586862,1587011,11505,577,349,1320194,27,142,1402,0,1,40,556,4953,9739,1091,2652,42.69,0,40609,21847,21732,-261,-261,10000,3
39,188,1597511,1597679,13612,579,357,1577022,30,141,1400,0,1,40,557,4562,8869,1064,2573,47.06,1,41339,21732,22253,1131,1131,10000,3
41,191,1611713,1611861,12477,560,331,1442027,36,141,1400,0,1,40,586,4380,9867,1071,2679,44.71,0,40961,21761,21703,-133,-133,10000,3
43,193,1625918,1626076,12718,596,348,1459713,31,140,1402,0,1,40,613,4634,9494,1070,2517,45.4,1,41044,21761,21987,506,506,10000,3
43,195,1636571,1636729,13057,562,361,1507763,32,140,1404,0,1,40,613,4563,9620,1083,2705,43.77,1,41158,21818,21987,380,380,10000,3
41,192,1647218,1647385,13699,587,352,1585785,37,141,1402,0,1,40,585,4568,9042,1077,2572,47.44,1,41367,21790,22227,958,958,10000,3
39,191,1661425,1661593,12509,622,374,1456542,27,141,1400,0,1,40,557,5101,9048,1086,2444,44.92,1,40972,21818,22253,952,952,10000,3
41,192,1672082,1672228,11089,593,354,1270726,31,143,1402,0,1,40,585,4970,9669,1077,2546,41.24,0,40449,21790,21644,-331,-331,10000,3
41,192,1682722,1682891,11711,538,348,1308444,30,135,1402,0,1,40,585,5411,8935,1077,2807,48.56,1,40686,21790,22279,1065,1065,10000,3
41,187,1700480,1700639,13041,616,365,1508999,37,141,1400,0,1,40,586,4382,9182,1043,2370,43.56,1,41153,21644,22014,818,818,10000,3
41,194,1711137,1711281,10913,634,359,1248379,25,141,1402,0,1,40,585,5047,9412,1091,2413,40.11,0,40379,21847,21584,-588,-588,10000,3
41,206,1721788,1721968,12051,631,390,1383987,33,140,1402,0,1,40,585,5942,9167,1177,2615,46.15,1,40810,22175,22553,833,833,10000,3
39,190,1735985,1736165,11355,639,388,1299720,31,141,1402,0,1,40,556,5822,8389,1077,2363,46.39,1,40552,21790,22553,1611,1611,10000,3
41,190,1799909,1800071,11388,705,420,1311391,36,140,1402,0,1,40,585,5282,9197,1063,2113,38.57,1,40564,21732,22095,803,803,10000,3
39,195,1810559,1810727,11813,591,367,1361903,27,141,1400,0,1,40,557,5493,9286,1114,2640,45.78,1,40724,21931,22253,714,714,10000,3
39,194,1821207,1821379,13203,608,375,1515722,35,141,1402,0,1,40,556,5048,9012,1106,2549,45.87,1,41207,21903,22355,988,988,10000,3
39,192,1831860,1832017,11809,621,400,1367596,36,141,1400,0,1,40,557,5084,9745,1093,2464,39.25,1,40722,21847,21959,255,255,10000,3
39,192,1842518,1842677,11211,639,387,1293558,35,141,1402,0,1,40,556,5391,9623,1091,2394,41.08,1,40496,21847,22014,377,377,10000,3
41,189,1853169,1853339,10880,649,409,1245114,33,141,1400,0,1,40,586,5676,8706,1057,2280,41.57,1,40366,21703,22304,1294,1294,10000,3
39,195,1863816,1864008,13037,623,387,1505833,35,143,1402,0,1,40,556,5647,8125,1113,2504,49.61,1,41152,21931,22833,1875,1875,10000,3
37,194,1881566,1881746,12489,700,462,1439221,31,141,1402,0,1,40,528,5581,8722,1120,2243,38.96,1,40965,21959,22553,1278,1278,10000,3
41,190,1892225,1892384,12515,626,397,1452456,37,141,1400,0,1,40,586,4717,9371,1064,2380,40.05,1,40974,21732,22014,629,629,10000,3
39,193,1902883,1903031,11510,699,429,1330937,40,141,1402,0,1,40,556,4950,9610,1098,2203,34.5,0,40611,21875,21703,-390,-390,10000,3
39,197,1913522,1913670,12834,570,356,1487763,37,141,1400,0,1,40,557,4512,9367,1129,2772,41.57,0,41084,21987,21703,-633,-633,10000,3
41,393,1924169,1924363,10429,578,382,1196792,33,141,1402,0,1,40,585,8473,5511,2511,6090,50.78,0,40182,25465,22878,-4489,-4489,10000,3
41,185,1934838,1934989,9576,564,343,1098162,37,141,1402,0,1,40,585,5596,9536,1027,2553,44.02,1,39812,21584,21790,464,464,10000,3
41,193,1945494,1945637,10743,652,418,1239926,38,142,1402,0,1,40,585,5058,9408,1084,2331,34.21,0,40311,21818,21553,-592,-592,10000,3
41,197,1959683,1959850,11411,801,433,1303229,40,141,1400,0,1,40,586,5620,9341,1114,1948,38.57,1,40573,21931,22227,659,659,10000,3
41,193,1970337,1970509,10941,685,407,1246740,40,140,1402,0,1,40,585,5815,8837,1084,2219,42.26,1,40391,21818,22355,1163,1163,10000,3
39,197,2098167,2098332,10821,754,454,1238454,36,140,1400,0,1,40,557,5849,9576,1129,2095,36.34,1,40343,21987,22175,424,424,10000,3
41,187,2112377,2112542,9349,659,387,1068391,38,140,1402,0,1,40,585,6119,8849,1041,2216,42.64,1,39708,21644,22175,1151,1151,10000,3
41,205,2133677,2133849,11542,757,441,1338028,42,140,1402,0,1,40,585,5908,9535,1170,2166,39,1,40623,22148,22355,465,465,10000,3
41,188,2194041,2194206,9927,625,418,1133850,39,140,1402,0,1,40,585,5907,8909,1049,2352,39.47,1,39968,21673,22175,1091,1091,10000,3
39,194,2204696,2204771,5519,319,173,582040,34,135,1402,0,1,40,556,5253,4839,1106,4859,43.35,0,37419,21903,18751,-5161,-5161,10000,3
41,189,2215354,2215404,4881,239,110,513464,40,127,1404,0,1,40,584,3404,3378,1054,6192,45.45,0,36885,21703,16990,-6622,-6622,10000,3
39,186,2229552,2229707,9484,655,382,1083941,41,141,1400,0,1,40,557,5838,9484,1050,2244,40.58,1,39770,21673,21903,516,516,10000,3
39,195,2240199,2240365,10986,755,444,1273434,44,142,1404,0,1,40,556,5758,9398,1111,2066,37.39,1,40408,21931,22201,602,602,10000,3
41,190,2254407,2254463,4995,232,124,527906,39,127,1402,0,1,40,585,4014,3758,1063,6422,45.16,0,36985,21732,17482,-6242,-6242,10000,3
39,194,2265059,2265115,5702,214,118,601643,47,127,1402,0,1,40,556,3431,3613,1106,7243,47.46,0,37560,21903,17482,-6387,-6387,10000,3
41,196,2289914,2290079,9518,743,453,1084425,41,141,1402,0,1,40,585,6278,9394,1106,2086,36.42,1,39785,21903,22175,606,606,10000,3
39,191,2300567,2300643,5957,289,166,637883,48,135,1404,0,1,40,556,4843,5000,1083,5260,45.78,0,37750,21818,18808,-5000,-5000,10000,3
39,186,2311225,2311296,5617,268,152,598575,42,135,1404,0,1,40,556,4618,4830,1047,5485,46.71,0,37495,21673,18513,-5170,-5170,10000,3
39,187,2321871,2322028,9582,611,384,1095577,39,140,1404,0,1,40,556,5876,9427,1054,2422,40.89,1,39815,21703,21959,573,573,10000,3
41,194,2339627,2339797,9183,602,355,1059263,40,141,1404,0,1,40,584,6469,9000,1090,2542,47.89,1,39630,21847,22304,1000,1000,10000,3
39,195,2357383,2357532,8726,653,398,1001426,41,141,1402,0,1,40,556,6246,9551,1113,2389,37.44,0,39408,21931,21732,-449,-449,10000,3
43,193,2368032,2368203,9892,682,424,1130960,42,140,1402,0,1,40,613,6144,8772,1070,2199,40.33,1,39953,21761,22330,1228,1228,10000,3
39,191,2399992,2400148,8457,636,383,971036,38,141,1400,0,1,40,557,6434,9744,1086,2390,40.73,1,39272,21818,21931,256,256,10000,3
93,171,2410724,2410794,2027,255,129,259127,118,141,1402,0,1,40,1327,6288,8974,556,3059,54.26,0,33068,18921,18451,-1026,-1026,10000,3
41,199,2421293,2421350,5593,239,133,593650,42,127,1402,0,1,40,585,3790,3608,1127,6611,42.86,0,37476,21987,17559,-6392,-6392,10000,3
39,195,2431945,2432111,8709,578,322,996980,47,141,1402,0,1,40,556,6637,9398,1113,2699,51.55,1,39400,21931,22201,602,602,10000,3
39,185,2442600,2442673,5576,235,133,598862,43,135,1400,0,1,40,557,4768,5000,1043,6213,54.89,0,37463,21644,18633,-5000,-5000,10000,3
41,185,2460355,2460408,5357,181,90,764,123,134,1402,0,1,40,585,2981,3681,1027,7956,58.89,0,37289,21584,17243,-6319,-6319,10000,3
41,181,2542022,2542072,4635,226,128,491662,38,127,1400,0,1,40,586,3379,3571,1000,6195,39.06,0,36660,21461,16990,-6429,-6429,10000,3
39,180,2552670,2552812,8957,588,360,1025103,35,141,1400,0,1,40,557,5526,9930,1007,2398,39.44,1,39522,21492,21523,70,70,10000,3
39,181,2563319,2563376,5261,190,107,553974,46,127,1400,0,1,40,557,3500,4014,1014,7474,53.27,0,37211,21523,17559,-5986,-5986,10000,3
39,179,2573973,2574054,5731,325,186,618954,41,135,1400,0,1,40,557,4946,5786,1000,4308,43.55,0,37582,21461,19085,-4214,-4214,10000,3
89,151,2584705,2584775,1909,175,125,245067,120,140,1400,0,1,40,1271,5601,8857,443,3543,56,1,32808,17924,18451,1143,1143,10000,3
75,154,2595328,2595429,2791,332,207,353617,114,140,1400,0,1,40,1071,6502,7822,564,2379,48.79,1,34458,18976,20043,2178,2178,10000,3
39,175,2605918,2606006,6381,280,166,678752,41,135,1400,0,1,40,557,4668,6471,971,4857,53.01,0,38049,21335,19445,-3529,-3529,10000,3
39,173,2616577,2616725,8344,558,338,945879,52,141,1400,0,1,40,557,5793,9054,957,2401,43.79,1,39214,21271,21703,946,946,10000,3
39,178,2627229,2627391,7998,558,343,889727,49,140,1400,0,1,40,557,6448,8580,993,2491,47.23,1,39030,21430,22095,1420,1420,10000,3
39,177,2641432,2641500,5480,230,119,588758,53,135,1400,0,1,40,557,4160,4927,986,6000,57.14,0,37388,21399,18325,-5073,-5073,10000,3
39,187,2662727,2662812,6397,381,216,701931,55,141,1400,0,1,40,557,4915,5743,1057,3884,39.35,0,38060,21703,19294,-4257,-4257,10000,3
39,192,29559,29611,4915,248,153,497404,33,124,1358,0,1,40,574,3822,3399,1127,6169,33.99,0,36915,21847,17160,-6601,-6601,10000,3
39,189,47299,47376,5757,240,136,600689,38,133,1358,0,1,40,574,5016,5133,1105,6250,56.62,0,37602,21761,18865,-4867,-4867,10000,3
39,182,65059,65121,4471,248,116,470165,39,135,1360,0,1,40,573,4957,4336,1051,5766,53.45,0,36504,21553,17924,-5664,-5664,10000,3
126,165,75758,75777,384,70,42,47481,115,135,1358,0,1,40,1856,4818,4872,287,5571,45.24,0,25843,15911,12787,-5128,-5128,9491,3
129,157,86408,86427,276,39,26,33858,115,135,1362,0,1,40,1894,4812,6786,206,7179,73.08,0,24409,14472,12787,-3214,-3214,8223,3
46,178,104115,104164,4115,179,108,427024,48,127,1360,0,1,40,676,3638,3712,971,7374,45.37,0,36144,21206,16902,-6288,-6288,10000,3
43,184,114768,114815,3918,172,88,408392,39,127,1362,0,1,40,631,4088,3333,1035,8198,53.41,0,35931,21492,16721,-6667,-6667,10000,3
39,181,125418,125467,4223,198,83,439309,38,127,1360,0,1,40,573,3931,3451,1044,7172,59.04,0,36256,21523,16902,-6549,-6549,10000,3
43,186,143167,143219,4403,215,115,457632,38,126,1360,0,1,40,632,4079,3636,1051,6651,45.22,0,36437,21553,17160,-6364,-6364,10000,3
103,161,157419,157529,2463,262,168,312375,116,140,1360,0,1,40,1515,6140,5273,426,2214,65.48,1,33915,17634,20414,4727,4727,10000,3
50,181,168027,168086,3912,226,105,407966,29,135,1362,0,1,40,734,4938,4504,962,5796,56.19,0,35924,21173,17708,-5496,-5496,10000,3
134,156,178723,178731,101,31,21,12531,118,135,1362,0,1,40,1968,4261,3636,161,7097,38.1,0,20043,13424,9031,-6364,-6364,3012,3
46,178,189330,189384,4130,197,98,432500,37,132,1360,0,1,40,676,4206,4091,971,6701,55.1,0,36160,21206,17324,-5909,-5909,10000,3
41,183,199980,200030,4214,210,116,445047,42,126,1360,0,1,40,603,4065,3521,1044,6762,43.1,0,36247,21523,16990,-6479,-6479,10000,3
37,181,210633,210681,4487,219,106,470618,40,127,1360,0,1,40,544,3508,3333,1059,6575,45.28,0,36520,21584,16812,-6667,-6667,10000,3
60,181,239041,239088,3324,157,85,343029,42,125,1360,0,1,40,882,4155,3884,890,7707,55.29,0,35217,20828,16721,-6116,-6116,10000,3
51,175,249693,249742,3631,179,96,378154,45,125,1362,0,1,40,749,4024,3952,910,6927,51.04,0,35600,20934,16902,-6048,-6048,10000,3
48,174,260349,260396,3661,184,87,380538,43,127,1358,0,1,40,707,3818,3730,928,6848,54.02,0,35636,21004,16721,-6270,-6270,10000,3
47,182,270999,271050,3786,196,102,391378,40,126,1362,0,1,40,690,4501,3778,991,6888,50,0,35782,21303,17076,-6222,-6222,10000,3
52,174,281656,281703,3703,187,94,384266,37,126,1362,0,1,40,764,3542,3853,896,6524,50,0,35686,20864,16721,-6148,-6148,10000,3
41,184,299413,299460,3936,182,93,407075,38,124,1362,0,1,40,602,4144,3287,1050,7857,50.54,0,35951,21553,16721,-6713,-6713,10000,3
56,173,310065,310112,3287,163,87,342248,50,125,1362,0,1,40,822,4022,4017,859,7178,54.02,0,35168,20682,16721,-5983,-5983,10000,3
51,172,320720,320767,3671,175,89,379850,46,124,1360,0,1,40,750,3545,3884,890,6914,52.81,0,35648,20828,16721,-6116,-6116,10000,3
55,174,327823,327870,3437,163,82,354240,45,126,1360,0,1,40,809,3855,3950,875,7301,57.32,0,35362,20756,16721,-6050,-6050,10000,3
