Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4
69371,996596,380282406.6,234176438.3,162391404.3,787905523,70667,297196737,808143057,981660464,877706955,781515873,5481864,1261419,610767060,991833205
69398,1009124,392779336.8,225944082.9,173839178.2,817981645,70022,297254567.5,813518393,991088515,856382430,756797875,5659808,1145252,572743024,995651766
69411,992040,377084049.1,235018346.6,160448771.2,782021151,70029,297282407.9,770924963,991175085,886298059,788371740,5432627,1294535,621530000,997237248
69441,1019858,400670953.6,222530698.4,180051991.3,831586582,70363,297346644.9,749676124,986896522,838969971,742121789,5769948,1079574,550744750,991626889
69462,1001839,376024672.1,238452660.9,157693636.5,773217430,70724,297391602.5,749684313,982155987,869683598,790883217,5413387,1306466,625496264,986367804
69471,1069638,399100245.5,225005781.8,177373329,825923216,71088,297410868,707386364,977253545,763026757,745203420,5744847,1092842,555328138,985004005
69478,999119,380082899.1,234961365.6,161763998.2,786033012,70380,297425851.4,797296367,987183859,874626711,782528896,5470550,1265355,612351473,990564226
69479,1008560,384724616.7,231938063.6,165873859,797841135,70402,297427991.8,676372380,986889577,858341169,773093218,5537279,1220123,597673123,991383474
69495,1013931,396311460.1,226131356,175257190,821235077,70728,297462236.5,737472674,982567017,849467212,750576924,5702733,1116461,563365718,987338927
69501,998549,382012988.6,232677356.4,164181420.4,793107011,70342,297475077.3,776243927,988044127,875915386,778704092,5496511,1246685,606380062,995563399
69517,1018420,390306919.7,227789274.8,171345608.8,812029944,70244,297509316.5,792776663,989650362,842261689,762244535,5614554,1169155,581016731,995546656
69518,1013957,393942020,228429656.7,172456600.3,814718959,71385,297511456.4,748084539,973846046,849704773,755216355,5666763,1137104,570351743,983609225
69542,1009509,389898101.4,229614857.6,169805258,808198684,70904,297562807.5,746399055,980790929,857504979,763180961,5606656,1173259,582445179,989022538
69544,1022185,392133369.7,227179888.7,172609191.8,815083553,70244,297567086.4,735705142,990034736,836393258,758841530,5638637,1153342,575840468,993953578
69545,996279,382560387.9,232859284,164288226.5,793410949,70165,297569225.8,822784061,991163686,880468500,777835958,5500904,1242127,605028777,993991048
69566,1014055,397014807.2,226133362.9,175566666.5,821932987,71239,297614149.8,784956671,976515673,850127128,749629849,5707024,1111673,561944910,986587946
69586,1028610,396092241.3,227714185.3,173942717.2,818222339,71604,297656928.3,777757908,971817217,826476011,751483865,5692125,1119780,564727999,982303226
69589,994969,376521120.8,237279203.2,158682731.4,776442343,70481,297663344.5,758397088,987344107,883347044,790562144,5410641,1303685,624988504,991748829
69600,1009582,396924714.8,225560060.1,175972960.2,822842757,70818,297686869.6,740488552,982800983,858096056,749983205,5702941,1112973,562474807,989803568
69609,997880,392462407.2,226301666.9,173424443.8,817012481,70137,297706115.9,803567100,992471876,878453185,758559573,5638099,1151519,575412626,997906146
69623,1009020,379549320.3,234125172.2,162113845.7,787080372,70383,297736052.3,723731809,989201938,859336082,784446280,5451493,1273351,615355966,997577221
69624,1048166,417325565.5,216068956.9,193144619.9,855533926,70971,297738190.5,788324143,981020417,796358644,713443448,5993990,957930,509001554,983109116
69637,1008888,393414506.3,227693182.7,172782734,815496835,70819,297765985.6,740496167,983309564,859733806,756875969,5649504,1143639,572861232,989805299
69648,1038597,400322229.4,224724079,178139446,827573088,71221,297789502.5,780710899,977913818,811380164,743874511,5747792,1085624,553349288,985733356
69655,1015666,394027985.6,226144170.7,174237516,818904916,70262,297804466.9,788023803,991360906,848516578,755795217,5656851,1138600,571226410,995290708
69667,1035546,404889267.5,222058567.8,182334449.6,836188132,71209,297830118.3,781896745,978345434,816390951,735584127,5811780,1049587,541084008,986582547
69674,1015799,400528512,224179126.1,178664498.7,828689711,70720,297845080.6,795165598,985209276,848525789,743630158,5748608,1084352,552985812,987989328
69693,1028815,401549167,223906660.4,179337750.1,830105017,71239,297885688.8,815981735,978298404,827417017,741841132,5761686,1076398,550328266,986946330
69728,1020060,386045227.6,232194347,166259528.9,798895925,70902,297960478.9,721485850,983441934,842103819,771827904,5536445,1211972,595718313,990438462
69756,1023746,404002681.9,223444369.2,180806830.5,833130506,70822,298020297.4,775600970,984948180,836386467,737669107,5791655,1057862,544155711,983870694
69810,1022531,400084103.8,223755742.2,178803949.3,828984375,70894,298135627.9,780540710,984709566,839024293,745182388,5731043,1090093,555296791,992892593
69819,1001884,383379959,234077576.1,163783291.6,791967775,71154,298154845.3,751736167,981237878,874074814,777700655,5491055,1239040,604818309,990591335
69825,1023473,392197274,229043914.4,171232348.6,811752361,71138,298167656.2,790233137,981542917,837660483,760249181,5616860,1157437,577978817,989686702
69833,1017734,388545547.2,230609154.3,168486610.3,804819997,70911,298184736.6,796907452,984797845,847231309,767438306,5563925,1190515,588961554,992321358
69839,1005156,392766952.5,228664382.2,171765689.4,813053880,70663,298197546.2,801199982,988339018,868642226,759222598,5623891,1152639,576418954,990089990
69843,1006281,386315606.9,232032790.8,166491815.9,799527019,70899,298206085.7,782116461,985105573,866750706,771923475,5531200,1211424,595865851,992067876
69845,1050030,416157251.4,218251925.2,190677471.1,851443831,72211,298210355.3,783604277,967234909,796052611,716580942,5958297,969087,513488247,979106403
69889,1002511,391562677.7,228754674.8,171171442.9,811602825,70764,298304271.7,774479167,987634956,873857056,761830197,5602637,1164139,580385248,993453804
69890,1019567,397652402.9,225353982.8,176456789.4,823916662,70522,298306405.9,681421538,991038258,844876759,750168750,5689690,1111487,562753153,993016146
69900,1013617,397266054.9,225976009.8,175800101.6,822456587,70844,298327746.2,668669167,986674948,854947149,750952020,5683348,1114892,563928936,991387642
69923,1015485,376510988.5,236700415.4,159066467.1,777673793,70617,298376823.3,774632752,990172338,852084944,792478394,5384652,1310048,628022004,998972415
69962,1000601,377140744.4,239207299.3,157662724.1,773115444,71574,298460022.5,778133689,977477855,878112612,791375705,5390651,1304223,626275507,987403024
69965,1014949,388299901.7,232634139.9,166914409.9,800667140,71261,298466421.5,786698150,981813334,853497518,768649233,5549916,1195031,590821643,986166458
69966,1017515,390810965.2,230527967.6,169528656,807497657,70935,298468554.4,709882305,986339607,849210332,763715916,5585727,1172160,583262001,988796231
69978,1019805,395806404.7,227254477,174168804,818746181,70905,298494148.8,709104727,986926169,845545760,754141786,5656155,1128530,568729833,990549948
69993,1026528,398041664.6,227818583.7,174718698.6,820010425,72098,298526138.6,679840707,970803628,834685507,749987163,5686878,1109862,562480744,982759036
70000,1032254,401151181.5,222821111.4,180032842.9,831547127,70675,298541066.1,807568066,990449239,825533602,744210861,5730731,1084361,553849805,997111550
70006,1013071,387871193.5,230873465,168001633.9,803553671,70848,298553860.4,777326227,988115402,857166838,769724242,5540542,1199700,592475409,995368367
70015,1002196,387813102.5,233242644,166270239.4,798925093,71660,298573050.9,760577915,977044376,875982897,769889024,5539000,1200394,592729109,985532108
70027,1014428,381585578,237617630.7,160588074.6,782451726,71890,298598636.3,749448832,974085408,855131549,782520759,5449121,1260346,612338739,983342991
70027,1031138,396869955.5,227632804.2,174346556.4,819156368,71427,298598636.3,801270096,980399569,827640628,752384080,5667385,1120265,566081804,986944132
70034,1035563,393595385.8,228890812.6,171957703.9,813518988,71414,298613560.1,707092736,980676058,820664686,758681557,5620061,1148574,575597705,989784597
70037,1019075,382372076.8,236244961.8,161854066.2,786303437,71309,298619955.8,703924820,982162139,847471504,780966953,5459572,1252763,609909382,987163135
70057,1009313,384763465.7,233640959.2,164681512.6,794524037,70989,298662590.2,785559704,986871205,864190854,776223880,5492149,1229901,602523512,992244833
70066,1006869,387151252.1,231783506.5,167031407,800980974,70755,298681773.7,797473253,990262172,868502853,771486007,5525522,1207439,595190660,994155333
70071,1014005,397959130.2,226751683.6,175504377.3,821792861,70912,298692430.7,785206020,988140230,856382899,750560568,5679370,1111790,563341166,988688405
70073,1026930,396170554.4,226681697.2,174769537.8,820126607,70866,298696693.4,740917357,988809867,834985421,753959854,5653683,1126949,568455461,993486982
70074,1020420,396709101.7,225630571.7,175822406.9,822506491,70656,298698824.7,810938422,991762908,845685431,752941698,5661288,1122381,566921201,996774500
70080,1015390,392619581.8,229127507.9,171354188.5,812050945,70817,298711612.3,683120833,989592894,854157961,760816898,5602448,1157919,578842352,991870615
70088,1001046,381726715.9,236039272.5,161721696.5,785905815,71072,298728661.5,802151645,986154885,878912138,782572058,5446392,1260045,612419025,990414438
70090,1026526,393182770.6,227427567.1,172882634.9,815734085,70820,298732923.7,741481270,989692177,835845515,759781318,5609684,1153115,577267651,997995526
70122,1023764,396455443.3,227355711.5,174376724.8,819225840,71191,298801110,727799228,984984057,840745305,753681442,5653795,1125307,568035715,990522076
70124,1011921,386988704.5,233294309.7,165880044.4,797858121,71640,298805371.2,788618983,978838638,860564304,772129439,5518634,1209962,596183870,988950068
70136,1030908,396615892.9,226033867.2,175467463.3,821709737,70887,298830936.7,770505130,989405674,829298802,753451745,5654955,1124167,567689532,996110422
70145,1006802,390783590.6,230027979.1,169885242.7,808400648,71034,298850109.4,785322436,987484866,869597824,764745799,5571083,1175406,584836138,993550292
70178,1013164,390047288.6,231897127.3,168198413.3,804069045,71324,298920398.7,726142066,983932477,859115098,766369636,5557971,1182631,587322420,987866991
70188,1041532,403257678,224980770.2,179240953.7,829902661,71768,298941695.3,799589884,977984617,813069174,741316809,5745393,1070323,549550612,985019758
70211,1029422,389825900,231958918.3,168058164.3,803701945,71738,298990671.6,689397510,978714210,832584136,766985138,5552205,1185204,588266201,988629379
70235,1038267,416583629.1,216296865.6,192598088.7,854643081,71314,299041768.7,793293124,984869731,818738757,717843304,5931283,971509,515299009,992456043
70237,1001220,375419247.5,239180165.6,156960861.1,770779916,70832,299046026.4,776030848,991599842,880474505,796565515,5345035,1327444,634516620,995942751
70262,1021176,405560304.8,222726364.9,182089042.3,835702865,71533,299099242.5,810179420,982231977,846699246,737496345,5772114,1053305,543900859,990383865
70263,1021678,392886242.7,231126409,169987603,808658622,71785,299101371,748179146,978797799,845879441,761292554,5591652,1158581,579566352,985190950
70286,1011150,383215045.2,235982820.9,162391077.3,787904554,71648,299150321.1,816595408,980990397,863868264,780633028,5452224,1248939,609387924,989591616
70286,1025449,388376055.1,232416601.3,167103405.3,801173714,71633,299150321.1,775578213,981195818,839944441,770259436,5525653,1199807,593299599,991423833
70288,1013533,391792296.8,229374597.6,170808930.4,810708889,70876,299154577.3,795185085,991703821,859835284,763554005,5574099,1168728,583014718,995841204
70322,1019083,400224097.5,226183730.3,176946457.2,824993163,71199,299226922.7,810142623,987682411,850906741,747648441,5691307,1096937,558978192,989092107
70331,1037407,403130119.9,224907041.2,179242996.4,829906935,71883,299246070,791552244,978409360,821217713,742306405,5731898,1073522,551018799,987662606
70332,1004224,377663977.2,237547888.6,158984354.4,777411198,70976,299248197.4,710510365,990926510,876398526,792366271,5369732,1305679,627844308,998174220
70339,1030510,395268962.7,230150806.8,171743461.7,812999921,72125,299263088.8,780226728,975237435,832341661,757112541,5619485,1138985,573219400,984466841
70342,1013073,382584615.8,236822182.6,161549315.9,785386236,71805,299269470.6,723668237,979625374,861277485,782230802,5438921,1256123,611885027,988496075
70348,1004593,390988828.3,230366737.4,169724515.2,807994464,70890,299282233.8,823660270,992354352,875954047,765449579,5557924,1176952,585913057,994438096
70349,1024836,398461631.9,227042531.8,175500875.9,821784979,71191,299284361,828414979,988172662,841703333,751099572,5664070,1111984,564150566,990089185
70350,1008987,399479238.9,226189915.3,176612311.9,824259691,70996,299286488.1,712116611,990900896,868366027,749191595,5678454,1103523,561288046,991303795
70383,1043440,402492771.9,225138784.1,178775404.4,828924124,71642,299356675,676746601,982426510,812349048,743756648,5718608,1079428,553173952,988938970
70419,1051305,409803512.3,220305317.3,186016169.4,843207858,71179,299433223.8,688451988,989322693,800649170,730675103,5819502,1023205,533886107,993114485
70445,998333,379107300.4,238971784.7,158641029.9,776307862,71483,299488496.8,769722465,985479065,888196758,789983460,5381607,1292896,624073867,990037209
70446,1016413,396565218.3,228764138.3,173351129.8,816840315,71496,299490622.5,797207071,985313864,856891392,755211523,5629350,1129568,570344445,988698538
70448,1027708,396922150.7,227406928.4,174542681.5,819607262,71325,299494873.8,764741641,987704171,838183404,754543109,5634257,1126556,569335304,993733106
70461,1007390,394482451.4,229061141.1,172217098.7,814144419,71211,299522505.9,780748604,989467919,872495902,759279671,5598593,1147799,576505619,992841250
70533,1021176,400597671.1,226524070.7,176845520.2,824772106,71786,299675499.2,797659033,982545343,849964959,748070997,5679578,1097153,559610216,989645598
70550,1019266,395125443.6,229497469.5,172169847.7,814030738,71937,299711611.2,744575312,980719240,853359067,758522682,5600644,1143647,575356659,990590683
70555,1022104,399398831.1,229230135.2,174234871.3,818898810,72235,299722231.5,782553239,976742576,848686872,750433422,5660815,1107407,563150321,981204237
70563,998451,386318964.7,233877396,165180120.6,795921585,71406,299739223.3,751677781,988194269,889474267,775885345,5474809,1223880,601998069,994381136
70563,1014222,393480115.7,229372255.6,171546517.1,812520752,71437,299739223.3,717351524,987765444,862026957,761764601,5576295,1158267,580285307,995459234
70583,1033049,403113388.6,224277629.5,179738563.1,830938931,71255,299781698.6,769129345,990569083,831128422,743665944,5711197,1077503,553039036,994024416
70586,1012847,382023589.2,236528212,161512906.2,785276235,71626,299788069.3,738455422,985480133,864650792,784737063,5412172,1266042,615812258,994616274
70612,1016702,398362887.6,228069347.2,174667438.9,819893162,71873,299843277,775887834,982455164,858422359,752688783,5641575,1116971,566540404,989561613
70626,995284,375060985.3,241005832.7,155623198.4,766220513,71282,299872999.9,739849151,990797116,895943100,799531307,5310523,1338625,639250312,994821781
70644,1035229,389680282,236319677.2,164895402.1,795125402,72782,299911210.9,699500951,970624605,828346968,769634043,5516113,1193851,592336560,976735753
70646,1013020,393198862.6,229404194.8,171400031.7,812163096,71261,299915456.2,770252295,991369753,865090219,762757690,5565763,1162120,581799294,997204174
70683,1020247,388549163.7,232804795.8,166899123.5,800626078,71378,299993984.5,793611407,990263106,853324442,772087583,5497067,1204972,596119235,994917778
70686,1048179,401900821.2,227536039.7,176631720.3,824302425,72526,300000350.8,717624365,974629788,808485735,746453689,5685720,1088872,557193110,984179776
70722,1029555,400557215.1,226226462.8,177060282.9,825241923,71420,300076735.3,686441418,990226827,838427074,749148247,5663828,1100426,561223095,993703200
70724,1029749,394001823.5,229948757,171343315.2,812024329,71394,300080978.3,738878790,990615458,838134894,761623324,5570978,1156304,580070087,993911318
70731,1017526,396367130.9,228462487.5,173493309.6,817173970,71452,300095828.4,777195411,989909310,858476936,757115828,5603867,1135839,573224377,994505943
70731,1016071,381866283,238376110,160194863.1,781232836,72273,300095828.4,823986486,978664231,860937351,785866262,5398853,1270211,617585782,989340697
70754,1027569,409372522.9,221467948.1,184845042.5,841026657,71552,300144616.4,800022614,988847272,842051926,733182125,5785857,1031324,537556029,993645670
70778,1058993,407235915.5,226127933.4,180090937.7,831666788,73027,300195517.1,789052397,969203171,793089083,737153836,5753708,1047997,543395777,978606551
70780,1041775,406858319.3,225096445.2,180748442.8,833011873,72535,300199758.5,746506354,975804784,819544537,737848396,5748210,1050947,544420256,984031135
70827,1018237,387577704.9,236273576.5,164037684.9,792696860,72309,300299412.6,698401586,979504626,858442010,774810854,5472175,1216529,600331860,984770484
70870,1024464,409465899.8,222709294.3,183856673.4,839148788,71660,300390556.7,682229496,988975719,848552844,733615563,5777704,1032308,538191794,989501530
70873,1041884,406914824.3,225256386.7,180645188.5,832801757,72616,300396914.5,703447112,975997025,820449667,738230452,5741465,1051890,544984200,984487735
70888,1006981,384951674.9,236534787.2,162746325.6,788953274,72031,300428701.8,714467133,984131832,878496499,780432250,5430421,1242665,609074497,991246364
70908,1018387,401155356.4,226730093.1,176930795.1,824958891,71865,300471079.5,800388297,986683365,859170598,749014253,5657406,1098392,561022351,992621306
70912,1012143,371718651,244678403.4,151921316.2,752812100,71891,300479554.4,761880204,986382162,869852962,808352106,5241971,1380628,653433127,992704207
70938,1026906,403306767.7,226254025.9,178253963,827817600,72261,300534635,792638777,981691369,845332218,745176275,5685342,1081365,555287681,989822298
70938,1032174,405471712.7,225057978.6,180163225.1,831815497,71739,300534635,787674883,988834525,836725440,741197537,5715861,1064136,549373790,989769537
70943,1038435,399683658.6,228316841.9,175056581.6,820780382,72323,300545226.3,776113688,980918933,826724444,751957754,5633870,1111118,565440464,989840747
70949,1003932,390179075.8,232745574.6,167641888.1,802605922,71510,300557935.3,823227049,992154943,884601248,770307671,5499430,1194413,593373908,994743224
70954,1014501,382213698.5,239629820.6,159501725.4,779057511,72407,300568525.7,741707870,979932879,866326878,786388680,5386782,1270744,618407156,986370083
70955,1040914,411223894.9,221457088.4,185690102.7,842605273,71860,300570643.8,801968896,987406067,822930519,730917263,5795559,1020347,534240046,992030889
70964,1040983,404489541.7,225941397.4,179024094.9,829447939,72287,300589705.5,704532142,981697954,822925797,743133442,5699926,1072300,552247313,988655754
70966,1032731,386490194.1,237089035.4,163014790.4,789740343,72555,300593941.3,685661836,978099373,836153022,777753086,5446132,1229235,604899863,986076244
70983,1026807,391913872.4,231701018.6,169146374.4,806522115,71829,300629943,759111520,988222027,846031577,767081658,5521236,1179186,588414270,995281404
71000,1034760,396301642.3,230739239,171753033.4,813023160,72736,300665940.3,746111812,976132864,833276144,758679521,5581713,1140724,575594616,988601213
71014,1012162,401813230.4,226776061.4,177185029.1,825513913,71424,300695582,668021260,994259633,871071457,748346643,5658226,1094640,560022698,992276380
71019,1024243,389903225.5,233798839.8,166768674.3,800275121,72064,300706167.6,768603896,985499001,850703869,771232829,5490126,1198130,594800076,991940202
71041,1004677,385041508.4,236611966.8,162731206.6,788908810,71806,300752739.8,776404372,989346294,884435182,781091735,5419990,1244476,610104298,992830086
71048,1038979,396109355.3,232832207.7,170126529.9,809007878,73199,300767556.7,808650125,970614353,827081262,759304350,5575236,1143159,576543096,980852763
71054,1020761,404547478.4,225711094.6,179232429.4,829884823,71910,300780256.4,794449786,988096231,856939690,743498038,5693522,1073198,552789332,990777750
71054,1038906,399291262.1,231623772.4,172387859,814554342,73328,300780256.4,779990340,968988654,827267355,753285346,5619547,1116141,567438812,978195619
71092,1025404,397074349.8,230495018.6,172270252.1,814272171,72226,300860674.9,719438148,984299283,849651017,757693553,5585359,1135547,574099520,989002691
71126,1037583,403791109.7,225481344,179079609.2,829564526,71831,300932610.2,738465053,990185296,830218782,745268043,5677124,1080334,555424456,994651946
71128,1041841,397150820,232592897.3,170749332.7,810561284,73413,300936841.1,707994904,968874722,823469603,757739443,5583607,1135466,574169063,980389844
71156,1023316,388469527,234143100.2,165911157.2,797943527,71773,300996068.2,777814215,991403453,853889870,774825430,5459406,1213782,600354446,996055009
71161,1037077,407762973.9,223724990.1,182260807.6,836042748,72221,301006643.2,781868723,985322829,831438060,738190229,5730147,1049588,544924815,993184368
71167,1037115,407982506.8,223571880.1,182483819.8,836482400,71982,301019332.7,694705297,988677725,831447232,737824117,5732748,1047983,544384427,993413497
71176,1008893,386897152.8,236926036.6,163298706.4,790567644,72118,301038366.1,823386509,986938074,878725489,778083695,5435781,1228986,605414236,988633615
71184,1061630,419154271.5,218261295.3,192042419.1,853728565,72140,301055283.5,803612554,986747990,793680824,718244580,5888321,966631,515875276,990699360
71194,1045404,402703822.4,228822874.8,175989320.4,822879238,72636,301076429.1,808728644,980147585,818624887,747637376,5656429,1090150,558961646,983712802
71197,1042332,408852087.2,223395850.8,183016867.1,837525835,72056,301082772.5,718160544,988078717,823492061,736410017,5742547,1041749,542299713,992499945
71208,1024261,397993647.8,229715439.4,173255071.1,816614350,72235,301106030.3,748541454,985782515,852937833,756559890,5589170,1129537,572382867,991682343
71241,1036160,394027288.5,231454524.6,170239613.7,809291423,72309,301175793.2,756771973,985230054,833846721,764352627,5530906,1164531,584234939,994599303
71249,1039665,400062909.1,228215269.6,175300675.4,821333402,72111,301192703,805255425,988046207,828326946,752863353,5614997,1112741,566803228,993609886
71251,1004753,382612021,238242851.7,160597482,782480755,71954,301196930.3,759014839,990229869,886915418,787212408,5369918,1272082,619703375,995228016
71259,1009897,377491380.7,240603906.1,156893288.6,770553029,71833,301213838.9,720595820,992009244,878001834,797935673,5297455,1324703,636701338,998941667
71260,1012888,396708763.4,229335321.2,172981973,815969523,71901,301215952.4,778483018,991084964,872836361,759287367,5567061,1141380,576517305,997271009
71260,1017171,386780096.5,236445304.9,163581212.5,791385713,72469,301215952.4,796699611,983317005,865501336,778778316,5427731,1231554,606495666,992112964
71262,1014354,384587130.6,238023417.5,161575333.5,785464785,71891,301220179.3,737358373,991250643,870339669,783230003,5396805,1252777,613449237,991182650
71272,1020316,400381595.8,228464418.7,175248994.1,821216536,72196,301241313.3,750595025,987201507,860318805,752385515,5617656,1110444,566083964,992056453
71275,1020728,398323784.8,229521971.5,173544947.4,817294912,72017,301247653.2,775841425,989696877,859660622,756288388,5588548,1127791,571972126,992628725
71279,1047026,418589760.9,218715397.3,191385593.4,852635995,72060,301256106.2,772362305,989161810,817064854,719692965,5872554,971842,517957964,991296923
71282,1025671,399781855.9,230893019.3,173145925.8,816357068,71685,301262445.8,831296357,994378182,851478307,753567080,5608455,1115605,567863344,983232244
71312,1049152,411027863.3,222226897.9,184958646.9,841240308,71982,301325834.3,781544194,990692117,814133555,733103181,5763797,1026949,537440275,994042260
71372,1020270,400440714.1,230537828.1,173698484.7,817653775,72734,301452571.4,770223604,981274232,861603585,752802002,5610614,1111510,566710855,984368167
71383,1017404,384460580.1,239035860.8,160838034.4,783220939,72502,301475800.7,744006921,984565943,866598192,784152697,5385884,1256144,614895452,988985759
71393,1015983,393426059.4,234453119.7,167805853.8,803038784,72973,301496916.8,779144385,978348156,869145755,766336925,5510709,1172374,587272283,985477269
71424,1006911,394290282.1,232209476.3,169799393.4,808183862,72340,301562367.1,788022551,987337573,885262080,764823230,5520417,1165188,584954573,993249316
71433,1030846,413681025.2,221794356.5,186515577.7,844123840,72292,301581366.1,682772266,988117634,844736332,729019094,5791175,1009025,531468839,991272175
71433,1014513,396144292.9,231897841.4,170827072.2,810753784,72296,301581366.1,739648156,988062963,872154691,761291710,5545676,1149049,579565068,990054036
71467,1046223,397866836.7,232016115.5,171482414.4,812364372,73216,301653129.5,771223845,976111779,820477903,758176107,5567141,1134729,574831010,985734095
71468,1024863,405705030.1,226234134,179329716.1,830088236,72169,301655239.9,786486189,990286688,855046757,743533399,5676737,1070238,552841915,991409837
71492,1045688,403915467.6,228262744.9,176951989.1,825005266,73300,301705885.8,738744510,975334243,821604979,746953038,5649800,1084891,557938842,987283879
71534,1016281,393791305.9,232853488.7,169115484.6,806442947,72173,301794495.6,753655864,991146274,870351660,766381815,5504953,1171424,587341086,993284724
71538,1047250,413046210.6,223863258.1,184508263.7,840390646,73301,301802933.3,787412495,975948486,819682985,730675952,5773801,1015175,533887347,985066275
71540,1034456,401276380.1,231438853.7,173383325.1,816915952,72721,301807152.1,822582500,983759849,840107291,752117909,5609119,1107180,565681349,980797133
71540,1024667,404247361.1,228241443.7,177113917,825358945,73026,301807152.1,806993796,979651083,856235639,746590284,5650648,1082947,557397052,987227752
71544,1034654,407011668.1,226125651.5,179993585.6,831466191,72741,301815589.4,790716180,983544356,839832737,741540386,5688970,1061091,549882144,989752587
71598,1026517,391952383.9,236080564.4,166024842,798255109,72930,301929470.1,776079605,981735911,853843866,770321811,5474348,1189052,593395692,985184260
71641,1019090,386190764.9,238025590,162247582.2,787478593,72827,302020122.2,771411651,983714831,866854930,782049054,5390639,1243816,611600722,992307385
71648,1031647,402751008.8,229121174.5,175780789.2,822413360,73209,302034877,706065533,978677485,845963639,749929536,5621246,1096716,562394308,988581154
71658,1057001,417302613.7,221009201.6,188816850.5,848238927,72678,302055953.9,742885578,985965492,805979045,723829528,5823531,986078,523929186,989266587
71678,1054534,422650982,218714063.1,193243624.1,855694396,73261,302098103.4,633086027,978392323,809980511,714769671,5896523,949380,510895683,987273333
71681,1029327,392016159.4,233213452.5,168093287.5,803793982,72318,302104425.3,780260809,991191681,850172768,770642786,5468899,1189850,593890304,998289737
71693,1025391,389384443.1,235520691.1,165329186.7,796336477,72353,302129711.7,798505302,990878056,856855553,775916237,5431276,1214342,602046006,995357765
71703,1049125,406872721.9,227258242,179035408.5,829471709,73498,302150782,799168543,975577567,818639542,742617447,5674417,1064539,551480673,987345675
71720,1034701,409366226.9,228201483.7,179388065.4,830210054,73283,302186598.2,757787076,978671725,841822264,738181556,5707839,1045452,544912009,977507111
71764,1021427,396289450.6,232026336.1,170795030.1,810674479,72598,302279279.3,705227987,988512080,864374277,762773975,5522120,1153106,581824136,993726708
71778,1026734,400300318,231302208.7,173063768.1,816163028,73394,302308762.8,778047564,977981851,855628673,755204903,5576922,1119009,570334445,987042282
71782,1024023,401447865.6,230804477.4,173934175.9,818202502,73091,302317186.1,749681462,982090818,860212989,753067115,5592598,1109502,567110080,986398244
71786,1035260,398269722.3,231983733.2,171680021.2,812845780,72984,302325609.2,790742760,983585443,841687253,759097647,5548014,1136339,576229238,989270478
71795,1062443,425879588.2,215518181,197607267.4,862501642,72633,302344560.3,737948402,988462545,799268661,709929681,5931884,929466,504000152,995940928
71810,1055735,385046183.3,246379429.4,156281790.3,768483326,75224,302376142.8,734839647,954615548,809626941,785298377,5362013,1257901,616693541,963779706
71826,1033615,399283077.9,230561523.4,173178539.1,816434005,72664,302409827.1,737743814,988467467,844838971,757382028,5559033,1128337,573627536,993399786
71843,1033778,397490051,232681345.4,170830218.6,810761569,72647,302445612.7,796256068,988932785,844772469,760888510,5532760,1143946,578951325,989023814
71851,1030076,394062780.1,234513421.7,168034212,803639142,72991,302462451.4,756222833,984381636,850950198,767548895,5484444,1174185,589131306,989942148
71853,1046040,402669560.8,229783087.9,175238989.3,821193899,73226,302466661,778101447,981249829,825198036,751153527,5604074,1100521,564231622,988753791
71858,1035640,407276105.2,227600693.2,178943262.2,829277958,73133,302477184.6,766362715,982566010,841913275,742683356,5667791,1063673,551578567,987012682
71879,1021137,396550599.4,233726439.9,169664416.1,807842235,72910,302521379.8,779142368,985859279,866251231,762882165,5516919,1152673,581989198,987428574
71882,1040314,408823606.9,226342946.3,180621315.4,832753117,73208,302527692.9,723515616,981887225,834643720,739995655,5687427,1051992,547593570,989070709
71888,1066122,420644687.6,218681473.1,192354972.6,854244058,72578,302540318.6,811413608,990492987,794790111,719230095,5851389,965851,517291929,995036749
71929,1036972,392325289.1,234905763,167013905.5,800934078,73002,302626580.5,695671938,985301773,840581499,771366488,5454341,1191146,595006259,993743192
71942,1028174,398726852.6,231227904.5,172438899,814676591,72861,302653926.7,723355051,987386942,855183152,759050775,5542338,1134896,576158080,993520649
71943,1040514,392529688.3,235733118.1,166514442.9,799588326,73246,302656030.1,670834732,982210633,835030910,771039845,5456121,1189518,594502443,989932431
71965,1034185,408772427.9,226093089.2,180798285.1,833113152,72960,302702302.3,733977236,986362390,845541105,740515460,5680156,1053602,548363146,991431164
71966,1043710,407182713.6,226723445.8,179594444.8,830639824,72765,302704405.4,805204977,989019446,830190080,743411730,5657987,1066005,552661000,992548454
71968,1016094,387088756.1,238232123.2,162483862.8,788179263,72580,302708611.6,834798747,991567925,875954452,782013445,5378623,1240817,611545028,993661984
71970,1040987,390966966.3,236046193.4,165631548.9,797173936,73124,302712817.8,780128775,984218588,834585346,774266994,5432360,1204291,599489378,992943543
71977,1034818,398283006.4,231398753.2,172119772,813910141,72900,302727538.7,790061798,987338820,844647803,760081484,5533476,1139248,577723863,994376996
71997,1035853,398058946.6,233533026,170450815.2,809819213,73870,302769594.7,690817501,974644646,843194972,760614972,5528827,1141490,578535136,986117856
