Bidder_Tendency,Bidding_Ratio,Successive_Outbidding,Last_Bidding,Auction_Bids,Starting_Price_Average,Early_Bidding,Winning_Ratio,Auction_Duration,Class
21739130,83333.333,0,23148,0,0,0.23148,0,5,0
28571429,83333.333,0,36296296,0,0,362.96296,0,5,0
1000000000,222222.222,0,25810185,0,0,257.77116,0,7,0
0,111111.111,0,390343915,0,0,3903.43915,100000,7,0
250000000,71428.571,0,66138,0,0,0.66138,0,7,0
266666667,285714.286,0,50198413,0,0,31.25,100000,7,0
625000000,588235.294,100,1986304012,0,0,19851.08025,85714.2857,3,1
40983607,111111.111,50,7378819444,600000,961233.291,73788.19444,90000,7,1
12987013,22222.222,0,8096990741,600000,961233.291,80969.90741,0,7,0
900000000,200000,50,9601570767,600000,961233.291,87821.75926,100000,7,1
90909091,22222.222,0,8752298280,600000,961233.291,87522.9828,0,7,0
100000000,22222.222,0,9157142857,600000,961233.291,91571.42857,0,7,0
43478261,38461.538,0,1804976852,307692.308,993592.814,18049.76852,0,1,0
360000000,346153.846,100,8591319444,307692.308,993592.814,85913.19444,90909.0909,1,1
666666667,307692.308,50,86959877,0,0,783.56481,50000,3,0
8695652,76923.077,0,1934259259,0,0,19342.59259,0,3,0
181818182,153846.154,0,5632060185,0,0,56319.44444,80000,3,0
214285714,230769.231,0,3224614198,0,0,28707.17593,83333.3333,3,0
55555556,76923.077,0,9461998457,0,0,94619.98457,0,3,0
750000000,857142.857,100,6913657407,0,0,69131.61376,100000,7,1
68965517,68965.517,0,17824074,379310.345,993592.814,4.62963,0,1,0
152173913,241379.31,100,31597222,379310.345,993592.814,19.67593,83333.3333,1,1
16393443,68965.517,0,8552199074,379310.345,993592.814,58664.35185,0,1,0
17543860,24390.244,0,9722900132,560975.61,993528.095,97229.00132,0,7,0
75000000,73170.732,0,9525066138,560975.61,993528.095,95249.00794,0,7,0
50000000,48780.488,0,3441914683,560975.61,993528.095,34419.14683,0,7,0
450704225,581818.182,100,9555246914,672727.273,999352.81,95533.17901,93333.3333,3,1
500000000,114285.714,100,5410267857,485714.286,993592.814,4103.00926,100000,7,1
24390244,18181.818,0,9971527778,672727.273,999352.81,99715.27778,0,3,0
363636364,145454.545,100,9938001543,672727.273,999352.81,98869.98457,75000,3,1
200000000,83333.333,0,623611111,0,0,6236.11111,0,3,0
142857143,166666.667,0,1439236111,0,0,14390.0463,100000,3,0
50000000,83333.333,0,2454861111,0,0,24548.61111,0,3,0
62500000,166666.667,0,1528858025,0,0,15281.25,81250,3,0
16393443,100000,0,6230820106,100000,993592.814,62307.70503,97674.4186,7,0
3021148,50000,0,6339219577,100000,993592.814,63392.19577,0,7,0
25000000,57142.857,0,4539864418,485714.286,993592.814,45398.64418,0,7,0
21276596,57142.857,0,6465525794,485714.286,993592.814,64653.27381,0,7,0
333333333,52631.579,0,810185,52631.579,993592.814,8.10185,0,1,0
69767442,125000,0,3321759,250000,999935.281,1.73611,86666.6667,10,0
17241379,166666.667,0,2848958333,0,0,28489.58333,75000,1,0
56603774,125000,0,89282407,250000,999935.281,891.43519,85714.2857,10,0
168831169,481481.481,100,5548148148,333333.333,0,36562.66534,83333.3333,7,1
10638298,37037.037,0,5265790344,333333.333,0,52657.90344,0,7,0
363636364,340425.532,50,9819758598,617021.277,993592.814,98179.89418,92307.6923,7,1
121212121,81632.653,0,9493634259,632653.061,993592.814,94802.08333,0,3,0
51282051,42553.191,0,228786376,617021.277,993592.814,2286.21032,0,7,0
30303030,21276.596,0,546015212,617021.277,993592.814,5460.15212,0,7,0
0,21276.596,0,9910300926,617021.277,993592.814,99103.00926,0,7,0
76923077,21276.596,0,588673942,617021.277,993592.814,5886.73942,0,7,0
875000000,250000,100,9348803064,357142.857,935345.672,93484.72372,100000,7,1
400000000,200000,0,2115509259,0,0,21155.09259,100000,1,0
333333333,23255.814,0,1388889,581395.349,993592.814,13.88889,0,1,0
250000000,69767.442,0,6365741,581395.349,993592.814,27.77778,0,1,0
19607843,80000,0,1669113757,280000,993592.814,16691.13757,0,7,0
10416667,35714.286,0,9875031829,357142.857,935345.672,98750.31829,0,7,0
114285714,93023.256,0,612962963,581395.349,993592.814,910.87963,0,1,0
833333333,200000,100,2966435185,280000,993592.814,29657.7381,100000,7,1
18518519,35714.286,0,9637198782,357142.857,935345.672,96371.98782,0,7,0
125000000,100000,0,2512384259,0,0,25123.84259,100000,1,0
34482759,100000,0,7057986111,0,0,70579.86111,100000,1,0
230769231,300000,0,7227430556,0,0,68278.93519,100000,1,0
333333333,100000,0,7277199074,0,0,72771.99074,100000,1,0
115384615,120000,0,4599917328,280000,993592.814,45999.17328,91666.6667,7,0
71428571,40000,0,3545502646,280000,993592.814,35455.02646,0,7,0
0,200000,0,162037,0,0,1.62037,100000,5,0
250000000,200000,0,716759259,0,0,7167.59259,75000,5,0
250000000,28571.429,0,9908101852,485714.286,993592.814,99081.01852,0,3,0
43478261,55555.556,0,8639914021,0,0,86399.14021,0,7,0
18518519,111111.111,0,9494510582,0,0,94945.10582,82142.8571,7,0
750000000,166666.667,50,7441286376,0,0,74406.08466,100000,7,1
750000000,500000,0,237500000,0,0,2366.89815,50000,1,0
500000000,13157.895,0,49603,763157.895,993592.814,0.49603,0,7,0
34482759,166666.667,0,48611111,0,0,486.11111,93333.3333,1,0
47619048,13157.895,0,9138260582,763157.895,993592.814,91382.60582,0,7,0
133333333,26315.789,0,657390873,763157.895,993592.814,6349.37169,0,7,0
250000000,83333.333,0,655864,0,993592.814,6.55864,0,3,0
38461538,20833.333,0,36226852,625000,993592.814,362.26852,0,7,0
470588235,166666.667,0,3825248016,625000,993592.814,83.33333,100000,7,0
250000000,41666.667,0,147982804,250000,0,1479.82804,0,7,0
125000000,41666.667,0,7886656746,250000,0,78866.56746,0,7,0
541666667,541666.667,100,2154546958,250000,0,13351.02513,87500,7,1
400000000,250000,0,475323164,0,0,4542.00501,100000,5,0
60606061,105263.158,0,394527116,52631.579,0,3934.19312,73684.2105,7,0
57142857,105263.158,0,271428571,52631.579,0,2713.78968,76000,7,0
76923077,16949.153,0,8122519841,694915.254,993592.814,81225.19841,0,7,0
750000000,375000,0,159755291,0,0,1597.55291,50000,7,0
40000000,125000,0,1048710317,0,0,10487.10317,75000,7,0
16666667,125000,0,1372238757,0,0,13722.38757,84210.5263,7,0
76923077,100000,0,4684837963,0,0,46848.37963,50000,1,0
26315789,90909.091,0,575677910,0,0,5756.7791,0,7,0
11764706,45454.545,0,9415779321,181818.182,0,94157.79321,0,3,0
51948052,181818.182,50,8262770062,181818.182,0,82623.84259,83333.3333,3,0
277777778,161290.323,0,9852645503,419354.839,993592.814,98524.63624,85714.2857,7,0
50000000,62500,0,7428842593,0,0,74288.42593,0,5,0
14084507,62500,0,5823379630,0,0,58233.7963,0,5,0
28571429,45454.545,0,2149652778,181818.182,0,21496.52778,0,3,0
62500000,90909.091,0,752160494,181818.182,0,6680.94136,0,3,0
250000000,17857.143,0,35863095,678571.429,993592.814,358.63095,0,7,0
25000000,17857.143,0,7281812169,678571.429,993592.814,72818.12169,0,7,0
57401813,339285.714,50,9889302249,678571.429,993592.814,95367.06349,84821.4286,7,1
21148036,233333.333,100,265211640,400000,676404.764,2651.62037,84821.4286,7,1
0,33333.333,0,266947751,400000,676404.764,2669.47751,0,7,0
200000000,66666.667,0,3195833333,400000,676404.764,26950.39683,0,7,0
500000000,285714.286,0,181878,0,0,0,100000,7,0
22471910,285714.286,0,45486111,0,0,452.05026,84375,7,0
111111111,142857.143,0,213822751,0,0,2138.22751,83333.3333,7,0
22727273,142857.143,0,3918650794,0,0,39186.50794,100000,7,0
333333333,111111.111,0,138889,0,967640.476,1.38889,33333.3333,5,0
1000000000,222222.222,0,7860717593,0,967640.476,78607.17593,100000,5,0
40000000,111111.111,0,987291667,0,967640.476,9872.91667,100000,5,0
76923077,111111.111,0,1073032407,0,967640.476,10730.32407,100000,5,0
16393443,166666.667,0,8207638889,0,999935.281,82076.38889,83333.3333,3,0
14492754,83333.333,0,2173726852,250000,0,21729.16667,0,1,0
666666667,166666.667,100,9371990741,250000,0,89126.15741,100000,1,1
200000000,83333.333,0,5956172840,0,0,59561.7284,0,3,0
200000000,250000,0,9539313272,0,0,56836.80556,50000,3,0
93750000,63829.787,0,9976851852,617021.277,935345.672,99666.89815,0,5,0
42253521,63829.787,0,9975000000,617021.277,935345.672,99750,0,5,0
0,58823.529,0,5246914,0,0,52.46914,0,3,0
189189189,411764.706,100,35725309,0,0,351.85185,85714.2857,3,1
43478261,33333.333,0,4964533730,400000,676404.764,49645.3373,0,7,0
100000000,41666.667,0,9550462963,250000,0,95504.62963,0,1,0
75630252,375000,100,9686921296,250000,0,81347.22222,75757.5758,1,1
0,41666.667,0,9868634259,250000,0,98686.34259,0,1,0
8196721,83333.333,0,6812152778,0,0,68121.52778,0,3,0
92307692,333333.333,50,1554728836,0,0,1747.18915,92307.6923,7,1
19607843,111111.111,0,3435350529,0,0,34353.00926,88888.8889,7,0
35714286,55555.556,0,5662086640,0,0,56620.8664,0,7,0
57142857,111111.111,0,6702430556,0,0,67014.21958,73684.2105,7,0
83333333,55555.556,0,9526190476,0,0,95261.90476,0,7,0
66666667,33333.333,0,9779120370,400000,993592.814,97791.2037,0,5,0
76923077,33333.333,0,9685486111,400000,993592.814,96854.86111,0,5,0
428571429,100000,0,9807291667,400000,993592.814,39149.30556,100000,5,0
20408163,90909.091,0,6241242284,181818.182,995146.071,62407.79321,0,3,0
100000000,45454.545,0,5415547840,181818.182,995146.071,54155.4784,0,3,0
62500000,71428.571,0,3319642857,0,0,33196.42857,0,7,0
20833333,33333.333,0,857847222,400000,993592.814,8578.47222,0,5,0
76923077,166666.667,50,313611111,400000,993592.814,3032.63889,91666.6667,5,0
555555556,250000,0,2817427249,100000,0,18731.81217,66666.6667,7,0
86956522,307692.308,0,2036597222,0,0,963.88889,94117.6471,5,0
31250000,76923.077,0,152662037,0,0,1526.62037,0,5,0
90909091,76923.077,0,224398148,0,0,2243.98148,0,5,0
123595506,323529.412,50,9892542989,470588.235,993592.814,98914.84788,84375,7,1
10416667,29411.765,0,9920800265,470588.235,993592.814,99208.00265,0,7,0
66666667,117647.059,0,1462615741,470588.235,993592.814,6396.49471,84210.5263,7,0
52631579,29411.765,0,1580406746,470588.235,993592.814,15804.06746,0,7,0
29411765,29411.765,0,1895105820,470588.235,993592.814,18951.0582,0,7,0
25000000,15873.016,0,991914683,714285.714,987120.91,9919.14683,0,7,0
500000000,174603.175,50,9503571429,714285.714,987120.91,95035.21825,100000,7,1
10416667,15873.016,0,9609226190,714285.714,987120.91,96092.2619,0,7,0
45454545,15873.016,0,9824090608,714285.714,987120.91,98240.90608,0,7,0
120689655,333333.333,50,8327298280,142857.143,0,56264.05423,100000,7,1
41666667,47619.048,0,4034341931,142857.143,0,40343.41931,0,7,0
13333333,47619.048,0,5659556878,142857.143,0,56595.56878,0,7,0
34482759,47619.048,0,7058912037,142857.143,0,70589.12037,0,7,0
100000000,47619.048,0,8017675265,142857.143,0,80176.75265,0,7,0
12987013,76923.077,0,1051180556,0,0,10511.80556,0,5,0
333333333,21276.596,0,9142939815,617021.277,993592.814,91429.39815,0,7,0
28169014,42553.191,0,9057192460,617021.277,993592.814,81060.01984,0,7,0
116666667,111111.111,50,1020469577,714285.714,987120.91,9436.0119,84210.5263,7,1
17391304,31746.032,0,5484275794,714285.714,987120.91,54842.75794,0,7,0
46153846,47619.048,0,2323164683,714285.714,987120.91,9576.88492,0,7,0
111111111,29411.765,0,2658895503,470588.235,993592.814,26588.95503,0,7,0
200000000,47619.048,0,9366170635,142857.143,0,93661.70635,0,7,0
200000000,29411.765,0,3534738757,470588.235,993592.814,35347.38757,0,7,0
160000000,117647.059,0,4340806878,470588.235,993592.814,33418.15476,90000,7,0
50000000,29411.765,0,3966749339,470588.235,993592.814,39667.49339,0,7,0
583333333,466666.667,100,7179546958,0,0,56986.93783,100000,7,1
125000000,66666.667,0,9952314815,0,0,99523.14815,0,7,0
1000000000,63829.787,0,1471561,617021.277,993592.814,8.59788,0,7,0
800000000,85106.383,0,1173942,617021.277,993592.814,1.98413,0,7,0
45454545,50000,0,232060185,100000,0,2320.60185,0,3,0
28571429,50000,0,782484568,100000,0,7824.84568,0,3,0
38461538,50000,0,812191358,100000,0,8121.91358,0,3,0
125000000,50000,0,2887847222,100000,0,28878.47222,0,3,0
500000000,50000,0,1472029321,100000,0,14720.29321,0,3,0
44444444,100000,0,6130864198,100000,0,61308.64198,72727.2727,3,0
37735849,125000,0,13194444,0,0,32.40741,78260.8696,1,0
500000000,125000,0,103356481,0,0,905.09259,100000,1,0
10000000,50000,0,3263889,100000,0,32.63889,0,5,0
10638298,50000,0,4421296,100000,0,44.21296,0,5,0
200000000,50000,0,704351852,100000,0,7043.51852,0,5,0
500000000,740740.741,100,9174917328,333333.333,961233.291,91706.67989,100000,7,1
22471910,100000,0,7793210,100000,0,73.30247,84375,3,0
444444444,400000,50,10146605,100000,0,24.30556,85714.2857,3,0
114285714,200000,0,3613387346,100000,0,36133.87346,94736.8421,3,0
294117647,250000,50,682368827,100000,0,6819.05864,100000,3,0
50000000,22222.222,0,3821478175,600000,961233.291,38214.78175,0,7,0
384615385,111111.111,100,1800132275,600000,961233.291,17980.65476,100000,7,1
7246377,40000,0,231481,280000,0,2.31481,0,3,0
55555556,38461.538,0,7438657407,307692.308,993592.814,74386.57407,0,1,0
58823529,83333.333,0,14467593,0,0,144.67593,0,1,0
51948052,333333.333,0,131712963,0,0,1302.08333,77419.3548,1,0
100000000,83333.333,0,934027778,0,0,9340.27778,0,1,0
29411765,200000,50,207407407,0,993592.814,100.69444,88888.8889,1,1
76923077,133333.333,0,42361111,0,993592.814,2.31481,90909.0909,1,0
409090909,600000,100,6211111111,0,993592.814,61936.34259,100000,1,1
34482759,66666.667,0,7525115741,0,993592.814,75251.15741,0,1,0
17241379,22222.222,0,6799801587,600000,961233.291,67998.01587,0,7,0
30769231,44444.444,0,8607142857,600000,961233.291,24402.1164,0,7,0
38461538,37037.037,0,9443551587,333333.333,961233.291,94435.51587,0,7,0
76923077,37037.037,0,9840509259,333333.333,961233.291,98405.09259,0,7,0
125000000,37037.037,0,9908382937,333333.333,961233.291,99083.82937,0,7,0
62500000,45454.545,0,5259452160,181818.182,993592.814,52594.52161,0,3,0
47619048,45454.545,0,5447685185,181818.182,993592.814,54476.85185,0,3,0
111111111,45454.545,0,9337731481,181818.182,993592.814,93377.31481,0,3,0
69767442,136363.636,0,9723611111,181818.182,993592.814,97234.1821,86666.6667,3,0
0,45454.545,0,9917091049,181818.182,993592.814,99170.91049,0,3,0
142857143,400000,0,130572090,0,0,1297.12302,87500,7,0
25000000,100000,0,2310648148,0,0,23106.48148,91666.6667,7,0
25641026,100000,0,6799702381,0,0,67997.02381,84615.3846,7,0
33333333,100000,0,3732886905,0,0,37328.86905,76923.0769,7,0
93750000,300000,50,4233134921,0,0,42330.68783,92307.6923,7,1
0,200000,0,2281746,0,0,22.81746,0,7,0
142857143,200000,0,14963624,0,0,149.63624,100000,7,0
187500000,187500,0,144163360,0,0,1440.97222,100000,7,0
38461538,62500,0,1114203042,0,0,11142.03042,0,7,0
100000000,47619.048,0,7665702160,142857.143,0,76657.02161,0,3,0
18867925,90909.091,0,174636243,0,0,1746.36243,0,7,0
121951220,454545.455,0,2922668651,0,0,26646.49471,94444.4444,7,0
28571429,90909.091,0,2361507937,0,0,23615.07937,0,7,0
100000000,90909.091,0,4262285053,0,0,42622.85053,0,7,0
8695652,41666.667,0,7343105159,250000,999935.281,73431.05159,0,7,0
27027027,90909.091,0,1360879630,0,0,13608.7963,0,7,0
7246377,71428.571,0,1572337963,0,0,15723.37963,0,1,0
21148036,500000,50,1785648148,0,0,15047.4537,84821.4286,1,1
27027027,71428.571,0,31597222,0,0,315.97222,0,1,0
200000000,17543.86,0,3356481,684210.526,993592.814,33.56481,0,1,0
38461538,40000,0,9865790344,280000,993592.814,98657.90344,0,7,0
484848485,421052.632,100,9372536376,763157.895,993592.814,89137.89683,71428.5714,7,1
444444444,160000,50,8570800265,280000,993592.814,85704.69577,66666.6667,7,1
200000000,176470.588,50,3125000,0,0,29.43122,100000,7,1
0,83333.333,0,56398810,0,0,563.9881,0,7,0
8403361,58823.529,0,185284392,0,0,1852.84392,0,7,0
15384615,83333.333,0,168501984,0,0,1685.01984,0,7,0
12084592,500000,0,1392384259,0,0,13923.84259,84821.4286,5,0
15384615,40000,0,8580588624,280000,993592.814,85805.88624,0,7,0
500000000,34482.759,0,6029282407,689655.172,993592.814,60278.93519,0,1,0
8403361,200000,0,107870370,0,0,1078.7037,75757.5758,5,0
66666667,32258.065,0,8881828704,419354.839,993592.814,88818.28704,0,7,0
71428571,32258.065,0,7774702381,419354.839,993592.814,77747.02381,0,7,0
62500000,24390.244,0,3969494048,560975.61,993528.095,39694.94048,0,7,0
102564103,125000,0,3295987654,437500,993592.814,21291.66667,100000,3,0
12987013,41666.667,0,1537929894,250000,0,15379.29894,0,7,0
300000000,250000,0,4470734127,250000,0,13917.32804,83333.3333,7,0
190476190,166666.667,0,3106927910,250000,0,31069.2791,100000,7,0
100000000,41666.667,0,3308399471,250000,0,33083.99471,0,7,0
666666667,800000,100,1488095,0,0,3.30688,50000,7,1
15873016,200000,0,1603836,0,0,16.03836,80952.381,7,0
76923077,83333.333,0,66138,0,0,0.66138,0,7,0
3021148,38461.538,0,3474884259,307692.308,993592.814,34748.84259,0,1,0
148148148,333333.333,0,8439996693,0,0,40.83995,100000,7,0
842105263,470588.235,100,9650046296,470588.235,993592.814,96500.46296,100000,10,0
666666667,142857.143,0,9547585979,678571.429,993592.814,95245.70106,100000,7,0
500000000,71428.571,0,66319444,0,0,663.19444,0,1,0
176470588,428571.429,0,4252893519,0,0,380.78704,92307.6923,1,0
34482759,142857.143,0,1711458333,0,0,17089.12037,100000,1,0
307692308,285714.286,0,6384375000,0,0,63818.28704,85714.2857,1,0
55555556,200000,0,16534,0,0,0.16534,64285.7143,7,0
142857143,200000,0,2116402,0,0,21.16402,100000,7,0
62500000,200000,0,210681217,0,0,2106.81217,85714.2857,7,0
20408163,400000,0,528984788,0,0,5285.05291,87878.7879,7,0
137931034,307692.308,50,310119048,0,0,3098.54497,100000,7,1
28571429,76923.077,0,2115558862,0,0,21155.58862,0,7,0
0,125000,0,23495370,0,0,234.9537,100000,1,0
28571429,125000,0,3304629630,0,0,33046.2963,91666.6667,1,0
21739130,76923.077,0,5091947751,0,0,50919.47751,0,7,0
25210084,375000,0,4572916667,0,0,45729.16667,75757.5758,1,0
117647059,153846.154,0,8119328704,0,0,35332.17593,100000,1,0
142857143,62500,0,7520763889,0,0,75207.63889,0,5,0
100000000,21739.13,0,5989583333,608695.652,993592.814,59895.83333,0,1,0
285714286,285714.286,0,7006894841,0,0,10306.87831,75000,7,0
40000000,142857.143,0,148810,0,0,1.4881,90909.0909,7,0
230769231,428571.429,0,7001802249,0,0,70013.72355,66666.6667,7,0
7246377,17857.143,0,99206,678571.429,993592.814,0.99206,0,7,0
34482759,153846.154,0,5952893519,0,0,59525.46296,61111.1111,1,0
27777778,230769.231,0,8039004630,0,0,28928.24074,82142.8571,1,0
33333333,29411.765,0,9803726852,470588.235,993592.814,98037.26852,0,10,0
80000000,35714.286,0,208994709,678571.429,993592.814,2089.12037,0,7,0
121212121,71428.571,50,3422619,678571.429,993592.814,31.91138,0,7,0
83333333,76923.077,0,9988888889,0,993592.814,99888.88889,0,3,0
58823529,71428.571,0,6997569444,0,0,69975.69444,0,1,0
100000000,200000,0,231481,0,0,2.31481,100000,3,0
33333333,400000,0,671759259,0,0,4487.65432,84210.5263,3,0
80000000,95238.095,0,396836420,142857.143,0,3968.3642,0,3,0
100000000,285714.286,0,492311508,0,0,4920.13889,71428.5714,7,0
333333333,142857.143,0,731415344,0,0,7314.15344,100000,7,0
750000000,90909.091,0,7994179894,454545.455,993592.814,44066.30291,0,7,0
115384615,115384.615,0,2125902778,307692.308,0,21255.09259,91666.6667,5,0
555555556,294117.647,100,224861111,0,0,62.73148,75000,5,1
8196721,58823.529,0,8149166667,0,0,81491.66667,0,5,0
444444444,235294.118,50,2986226852,0,0,13523.61111,100000,5,0
28571429,111111.111,0,8035714,0,0,80.35714,76000,7,0
17241379,111111.111,0,56365741,0,0,563.65741,85185.1852,7,0
133333333,615384.615,100,2872145062,0,0,28717.59259,84210.5263,3,1
31914894,115384.615,0,4761921296,307692.308,0,34024.53704,80645.1613,5,0
0,38461.538,0,4766157407,307692.308,0,47661.57407,0,5,0
333333333,115384.615,0,5899074074,307692.308,0,47569.21296,100000,5,0
12345679,38461.538,0,5780694444,307692.308,0,57806.94444,0,5,0
450000000,341772.152,50,8035162037,772151.899,993528.095,57777.31481,86666.6667,5,1
150000000,500000,50,128240741,0,0,1265.0463,83333.3333,3,0
10204082,34482.759,0,192901,379310.345,553050.261,1.92901,0,3,0
111111111,166666.667,0,9760681217,0,993592.814,97606.81217,100000,7,0
71428571,166666.667,0,9759606481,0,993592.814,97596.06481,80000,7,0
100000000,333333.333,0,9911590608,0,993592.814,96504.62963,100000,7,0
90909091,166666.667,0,9946908069,0,993592.814,99469.08069,100000,7,0
0,166666.667,0,77160,0,0,0.7716,100000,3,0
32258065,333333.333,0,2025925926,0,0,20209.49074,75000,3,0
45454545,166666.667,0,810185,0,0,8.10185,81818.1818,3,0
0,166666.667,0,1698533951,0,0,16985.33951,100000,3,0
25000000,166666.667,0,3419405864,0,0,34194.05864,86666.6667,3,0
26666667,68965.517,0,9762268519,379310.345,553050.261,97622.68519,0,3,0
100000000,103448.276,0,9826890432,379310.345,553050.261,96739.96914,100000,3,0
16129032,166666.667,0,9104938,0,0,91.04938,75000,3,0
38461538,166666.667,0,12191358,0,0,121.91358,90909.0909,3,0
43478261,166666.667,0,2662962963,0,0,26629.62963,100000,3,0
58823529,111111.111,0,3877700617,0,0,38777.00617,100000,3,0
105263158,444444.444,100,4982445988,0,0,25084.10494,92307.6923,3,1
200000000,200000,0,209722222,0,0,25.46296,100000,1,0
37037037,125000,0,286425265,0,0,2864.25265,85714.2857,7,0
318181818,538461.538,100,9148649691,0,993592.814,91484.9537,100000,3,1
142857143,28571.429,0,144483025,485714.286,993592.814,1444.83025,0,3,0
18518519,28571.429,0,525154321,485714.286,993592.814,5251.54321,0,3,0
45454545,58823.529,0,6765740741,0,0,67657.40741,0,1,0
43478261,58823.529,0,9756134259,0,0,97561.34259,0,1,0
666666667,352941.176,50,8146875000,0,0,81451.38889,50000,1,1
30000000,90909.091,0,9854381614,454545.455,993592.814,98540.50926,0,7,0
25974026,80000,0,4783548280,280000,993592.814,47806.38228,0,7,0
90909091,62500,0,2984804894,0,0,29848.04894,0,7,0
29411765,28571.429,0,634413580,485714.286,993592.814,6344.1358,0,3,0
16393443,28571.429,0,612075617,485714.286,993592.814,6120.75617,0,3,0
27777778,28571.429,0,1985185185,485714.286,993592.814,19851.85185,0,3,0
50000000,62500,0,8588541667,0,0,85885.41667,0,3,0
33333333,62500,0,9577507716,0,0,95775.07716,0,3,0
100000000,153846.154,0,3621032,0,0,36.21032,87500,7,0
33333333,76923.077,0,12103175,0,0,121.03175,0,7,0
25000000,38461.538,0,9697314815,307692.308,0,96973.14815,0,5,0
40000000,76923.077,0,2381183862,0,0,23811.83862,0,7,0
333333333,153846.154,0,50380291,0,0,502.97619,100000,7,0
8196721,76923.077,0,394212963,0,0,3942.12963,0,7,0
8196721,40000,0,5526372354,280000,993592.814,55263.72355,0,7,0
25000000,40000,0,7144742063,280000,993592.814,71447.42064,0,7,0
103448276,240000,50,7755340608,280000,993592.814,56332.34127,85185.1852,7,1
166666667,62500,0,231481,0,0,2.31481,0,1,0
500000000,62500,0,2777778,0,0,27.77778,0,1,0
200000000,28571.429,0,2193827160,485714.286,993592.814,21938.27161,0,3,0
1000000000,57142.857,0,6290316358,485714.286,993592.814,22900.46296,0,3,0
71428571,28571.429,0,4165663580,485714.286,993592.814,41656.6358,0,3,0
14492754,57142.857,0,6810879630,485714.286,993592.814,36604.16667,0,3,0
222222222,57142.857,0,9051658951,485714.286,993592.814,78312.5,0,3,0
354838710,314285.714,100,7113850309,485714.286,993592.814,66998.07099,71428.5714,3,1
250000000,111111.111,0,5070949074,0,0,50709.49074,100000,1,0
277777778,555555.556,100,4215740741,0,0,42152.77778,57142.8571,1,1
90909091,111111.111,0,7395717593,0,0,73957.17593,100000,1,0
0,40000,0,7836078042,280000,993592.814,78360.78042,0,7,0
142857143,200000,0,8576389,0,0,85.76389,75000,10,0
724137931,636363.636,100,9964666005,454545.455,993592.814,98472.22222,80000,7,1
52631579,30303.03,0,9882341270,454545.455,993592.814,98823.4127,0,7,0
71428571,200000,0,10682870,0,0,106.8287,55555.5556,10,0
34482759,400000,0,425509259,0,0,4254.62963,100000,10,0
200000000,200000,0,1053495370,0,0,10534.9537,100000,10,0
31250000,30303.03,0,8054150132,454545.455,993592.814,80541.50132,0,7,0
111111111,27777.778,0,9841435185,500000,935604.548,98414.35185,0,1,0
133333333,333333.333,0,25628307,0,0,0.49603,87500,7,0
3021148,76923.077,0,385802469,0,0,3858.02469,0,3,0
136363636,230769.231,0,421219136,0,0,4212.19136,83333.3333,3,0
8695652,166666.667,0,262218915,0,0,2622.18915,92682.9268,7,0
8264463,166666.667,0,121792328,0,0,1217.92328,81818.1818,7,0
25000000,33333.333,0,7392523148,400000,0,73925.23148,0,5,0
81081081,100000,0,7206759259,400000,0,72064.12037,75000,5,0
31250000,33333.333,0,8436412037,400000,0,84364.12037,0,5,0
12345679,33333.333,0,9385000000,400000,0,93850,0,5,0
230769231,100000,0,8729629630,400000,0,83758.56481,100000,5,0
10416667,33333.333,0,9215671296,400000,0,92156.71296,0,5,0
58823529,58823.529,0,469097222,0,0,4690.97222,0,1,0
69767442,73170.732,50,9732947531,560975.61,993592.814,97326.77469,0,3,0
83333333,24390.244,0,9984182099,560975.61,993592.814,99841.82099,0,3,0
41666667,76923.077,0,810185,0,993592.814,8.10185,0,1,0
100000000,76923.077,0,175000000,0,993592.814,1750,0,1,0
27777778,76923.077,0,1707523148,0,993592.814,17075.23148,0,1,0
8196721,76923.077,0,1990393519,0,993592.814,19903.93519,0,1,0
1000000000,153846.154,0,7327430556,0,993592.814,72515.0463,100000,1,0
142857143,76923.077,0,2043171296,0,993592.814,20431.71296,0,1,0
15384615,166666.667,0,5558035714,0,0,55580.35714,92307.6923,7,0
10638298,166666.667,0,6729629630,0,0,67296.2963,80645.1613,7,0
200000000,83333.333,0,3240741,0,676469.483,32.40741,0,7,0
100000000,83333.333,0,584275794,0,676469.483,5842.75794,0,7,0
18867925,58823.529,0,1757407407,0,0,17574.07407,0,1,0
100000000,117647.059,0,5726273148,0,0,12.73148,83333.3333,1,0
86956522,58823.529,0,6883581349,470588.235,999935.281,68834.98677,0,7,0
100000000,29411.765,0,8352695106,470588.235,999935.281,83526.95106,0,7,0
37037037,58823.529,0,9221230159,470588.235,999935.281,87254.29894,0,7,0
125000000,21739.13,0,7957986111,608695.652,999352.81,79579.86111,0,1,0
116666667,538461.538,50,595717593,0,0,5062.5,84210.5263,3,0
111111111,21739.13,0,231481,608695.652,999352.81,2.31481,0,1,0
142857143,43478.261,0,7925115741,608695.652,999352.81,79251.15741,0,1,0
24590164,65217.391,0,4541435185,608695.652,999352.81,14381.94444,0,1,0
913043478,456521.739,100,9956712963,608695.652,999352.81,14436.34259,100000,1,1
92307692,157894.737,50,6794295635,526315.789,993592.814,51481.31614,92307.6923,7,1
26315789,29411.765,0,86921296,470588.235,993592.814,869.21296,0,3,0
34482759,29411.765,0,4976852,470588.235,993592.814,49.76852,0,3,0
24691358,57142.857,0,8007060185,485714.286,993592.814,80069.77513,0,7,0
