Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Class
272,8,561,6,3366,9933,6,595.98,10494,650,6,39,7647,6,28560,2,2,4,0,20,0,480,113146,4,5,226292,1
272,19,390,6,2340,2792,6,167.52,3182,500,2,10,4760,6,17040,2,2,4,0,20,0,400,49052,4,5,98104,1
272,19,219,6,1314,68,2,1.36,287,500,2,10,2840,6,15582,2,2,4,0,20,0,280,19890,4,5,39780,1
272,19,156,4,624,1464,4,58.56,1620,500,2,10,2597,6,51486,2,2,4,0,20,0,320,23462,4,5,46924,1
272,14,453,6,2718,8793,6,527.58,9246,500,2,10,8581,6,27222,2,2,4,0,20,0,400,108362,4,5,216724,1
272,20,497,6,2982,4219,6,253.14,4716,550,4,22,4537,6,152,2,2,4,0,20,0,440,58118,4,5,116236,1
272,19,213,6,1278,59,2,1.18,272,500,2,10,76,2,286,2,2,4,0,20,0,240,2948,4,5,5896,0
272,19,366,6,2196,1547,6,92.82,1913,500,2,10,143,2,318,2,2,4,0,20,0,360,13164,4,5,26328,1
272,19,164,4,656,19,2,0.38,183,500,2,10,159,2,49794,2,2,4,0,20,0,220,2412,4,5,4824,0
272,29,490,6,2940,9871,6,592.26,10361,550,4,22,8299,6,52020,2,2,4,1,40,40,460,114960,8,5,459840,1
272,32,568,6,3408,6738,6,404.28,7306,500,2,10,8670,6,9084,2,2,4,1,40,40,420,97656,8,5,390624,1
272,9,399,6,2394,9205,6,552.3,9604,500,2,10,1514,6,18828,2,2,4,1,40,40,420,68508,8,5,274032,1
272,30,347,6,2082,4707,6,282.42,5054,500,2,10,3138,6,2868,2,2,4,0,20,0,400,50552,4,5,101104,1
272,15,268,6,1608,3832,6,229.92,4100,500,2,10,717,4,10944,2,2,4,0,20,0,380,28868,4,5,57736,1
272,15,213,6,1278,4264,6,255.84,4477,500,2,10,1824,6,35316,2,2,4,0,20,0,400,39206,4,5,78412,1
272,2,428,6,2568,126463,6,7587.78,126891,550,4,22,5886,6,2424,6,2,12,2,60,120,520,801262,24,5,9615144,1
272,1,436,6,2616,3391,6,203.46,3827,550,4,22,606,4,13680,6,4,24,0,20,0,480,29986,24,5,359832,1
272,2,223,6,1338,454,2,9.08,677,500,2,10,2280,6,2148,6,2,12,0,20,0,320,18126,12,5,108756,1
272,12,200,6,1200,32,2,0.64,232,500,2,10,537,4,46482,2,2,4,0,20,0,260,4812,4,5,9624,0
272,7,304,6,1824,6737,6,404.22,7041,650,6,39,7747,6,9120,2,2,4,0,20,0,480,93028,4,5,186056,1
272,22,119,4,476,12207,6,732.42,12326,500,2,10,1520,6,408084,2,2,4,0,20,0,380,84238,4,5,168476,1
272,1,135,4,540,0,2,0,135,600,6,36,68014,6,142,2,2,4,0,20,0,340,412624,4,5,825248,1
272,1,114,4,456,0,2,0,114,500,2,10,71,2,0,2,2,4,0,20,0,220,1998,4,5,3996,0
272,6,151,4,604,0,2,0,151,500,2,10,0,2,0,2,2,4,0,20,0,220,2004,4,5,4008,0
272,8,113,4,452,0,2,0,113,500,2,10,0,2,288,2,2,4,0,20,0,220,1852,4,5,3704,0
272,5,150,4,600,0,2,0,150,500,2,10,144,2,0,2,2,4,0,20,0,220,2288,4,5,4576,0
272,9,96,2,192,0,2,0,96,500,2,10,0,2,0,2,2,4,0,20,0,200,1592,4,5,3184,0
272,12,160,4,640,0,2,0,160,500,2,10,0,2,0,2,2,4,0,20,0,220,2040,4,5,4080,0
272,16,134,4,536,0,2,0,134,500,2,10,0,2,12,4,2,8,0,20,0,240,2336,8,5,9344,0
272,19,160,4,640,0,2,0,160,500,2,10,6,2,4,2,2,4,0,20,0,220,2052,4,5,4104,0
272,11,113,4,452,0,2,0,113,500,2,10,2,2,0,2,2,4,0,20,0,220,1856,4,5,3712,0
272,4,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
272,9,0,2,0,0,2,0,0,500,2,10,0,2,920,2,2,4,0,20,0,200,1400,4,5,2800,0
272,12,77,2,154,0,2,0,77,500,2,10,460,2,0,2,2,4,0,20,0,200,2474,4,5,4948,0
272,12,105,4,420,0,2,0,105,500,2,10,0,2,0,2,2,4,0,20,0,220,1820,4,5,3640,0
272,19,0,2,0,0,2,0,0,500,2,10,0,2,18510,2,2,4,0,20,0,200,1400,4,5,2800,0
272,22,0,2,0,0,2,0,0,500,2,10,3085,6,0,2,2,4,0,20,0,240,19910,4,5,39820,1
272,16,0,2,0,0,2,0,0,500,2,10,0,2,0,4,2,8,0,20,0,220,1800,8,5,7200,0
272,15,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
272,15,0,2,0,0,2,0,0,500,2,10,0,2,3284,2,2,4,0,20,0,200,1400,4,5,2800,0
272,32,84,2,168,0,2,0,84,500,2,10,821,4,0,2,2,4,0,20,0,220,4852,4,5,9704,0
272,13,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
272,19,85,2,170,0,2,0,85,500,2,10,0,2,0,2,2,4,0,20,0,200,1570,4,5,3140,0
272,5,0,2,0,28,2,0.56,28,500,2,10,0,2,0,2,2,4,0,20,0,200,1456,4,5,2912,0
272,6,61,2,122,7,2,0.14,68,500,2,10,0,2,0,2,2,4,0,20,0,200,1536,4,5,3072,0
272,8,0,2,0,62,2,1.24,62,500,2,10,0,2,29586,2,2,4,0,20,0,200,1524,4,5,3048,0
237,18,343,6,2058,100,4,4,443,550,4,22,4931,6,738,2,4,8,1,40,40,420,35444,12,5,212664,1
237,11,163,4,652,586,6,35.16,749,500,2,10,369,2,6750,2,2,4,0,20,0,340,6306,4,5,12612,1
237,1,375,6,2250,125,4,5,500,600,6,36,1125,6,616,6,2,12,0,20,0,460,14300,12,5,85800,1
237,8,229,6,1374,264,6,15.84,493,500,2,10,308,2,9618,2,2,4,0,20,0,360,4974,4,5,9948,0
237,6,251,6,1506,859,6,51.54,1110,550,4,22,1603,6,686,2,2,4,5,60,300,480,21878,34,5,371926,1
237,16,221,6,1326,521,6,31.26,742,500,2,10,343,2,178,2,2,4,0,20,0,360,6538,4,5,13076,1
237,12,222,6,1332,623,6,37.38,845,500,2,10,89,2,286,2,2,4,0,20,0,360,6648,4,5,13296,1
237,9,167,4,668,39,2,0.78,206,500,2,10,143,2,256,2,2,4,0,20,0,220,2432,4,5,4864,0
237,13,259,6,1554,66,2,1.32,325,500,2,10,128,2,2168,2,2,4,0,20,0,240,3342,4,5,6684,0
237,22,239,6,1434,772,6,46.32,1011,500,2,10,542,4,2784,2,2,4,1,40,40,400,10034,8,5,40136,1
237,32,342,6,2052,1055,6,63.3,1397,500,2,10,696,4,2164,2,2,4,0,20,0,380,12566,4,5,25132,1
237,27,361,6,2166,213,6,12.78,574,500,2,10,541,4,2908,2,4,8,2,60,120,440,8608,20,5,86080,1
237,4,186,4,744,451,6,27.06,637,500,2,10,727,4,3440,2,2,4,0,20,0,360,7758,4,5,15516,1
237,19,190,4,760,797,6,47.82,987,500,2,10,860,4,732,2,2,4,1,40,40,380,10782,8,5,43128,1
237,14,329,6,1974,641,6,38.46,970,500,2,10,366,2,3504,2,2,4,0,20,0,360,7952,4,5,15904,1
237,15,260,6,1560,114,4,4.56,374,500,2,10,876,4,650,2,2,4,1,40,40,340,7320,8,5,29280,1
237,8,381,6,2286,1152,6,69.12,1533,500,2,10,325,2,2164,4,2,8,0,20,0,380,11648,8,5,46592,1
237,9,210,6,1260,506,6,30.36,716,500,2,10,541,4,15768,2,2,4,0,20,0,380,7860,4,5,15720,1
237,5,222,6,1332,340,6,20.4,562,500,2,10,2628,6,44,2,2,4,1,40,40,420,20940,8,5,83760,1
237,31,96,2,192,12,2,0.24,108,500,2,10,22,2,364,2,2,4,0,20,0,200,1660,4,5,3320,0
237,38,81,2,162,460,6,27.6,541,500,2,10,182,2,164,2,2,4,0,20,0,320,4686,4,5,9372,0
237,8,125,4,500,2,2,0.04,127,500,2,10,82,2,16794,2,2,4,0,20,0,220,2068,4,5,4136,0
237,12,165,4,660,2,2,0.04,167,500,2,10,2799,6,494,2,2,4,0,20,0,260,18858,4,5,37716,1
237,18,165,4,660,2,2,0.04,167,500,2,10,247,2,3016,2,2,4,0,20,0,220,2558,4,5,5116,0
237,19,213,6,1278,11,2,0.22,224,500,2,10,754,4,16260,2,2,4,0,20,0,260,5716,4,5,11432,1
237,28,44,2,88,2,2,0.04,46,500,2,10,2710,6,0,6,2,12,0,20,0,280,18552,12,5,111312,1
237,28,131,4,524,12,2,0.24,143,550,4,22,0,2,116,6,2,12,0,20,0,300,3948,12,5,23688,1
237,12,39,2,78,14,2,0.28,53,500,2,10,58,2,0,2,2,4,0,20,0,200,1622,4,5,3244,0
237,19,100,4,400,110,4,4.4,210,500,2,10,0,2,0,2,2,4,0,20,0,280,2240,4,5,4480,0
237,12,42,2,84,27,2,0.54,69,500,2,10,0,2,0,2,2,4,0,20,0,200,1538,4,5,3076,0
237,6,107,4,428,59,2,1.18,166,500,2,10,0,2,0,2,2,4,0,20,0,220,1946,4,5,3892,0
237,28,129,4,516,25,2,0.5,154,500,2,10,0,2,8,2,2,4,0,20,0,220,1966,4,5,3932,0
237,5,2,2,4,87,2,1.74,89,500,2,10,4,2,134,2,2,4,0,20,0,200,1586,4,5,3172,0
237,6,146,4,584,55,2,1.1,201,500,2,10,67,2,144,2,2,4,0,20,0,220,2228,4,5,4456,0
237,19,84,2,168,6,2,0.12,90,500,2,10,72,2,168,2,2,4,0,20,0,200,1724,4,5,3448,0
237,8,66,2,132,137,4,5.48,203,500,2,10,84,2,144,4,2,8,0,20,0,280,2648,8,5,10592,1
237,8,53,2,106,540,6,32.4,593,500,2,10,72,2,0,2,2,4,0,20,0,320,4890,4,5,9780,0
237,6,39,2,78,47,2,0.94,86,500,2,10,0,2,0,2,2,4,0,20,0,200,1572,4,5,3144,0
237,19,51,2,102,47,2,0.94,98,500,2,10,0,2,14,2,2,4,0,20,0,200,1596,4,5,3192,0
237,12,47,2,94,29,2,0.58,76,500,2,10,7,2,24,2,2,4,0,20,0,200,1566,4,5,3132,0
237,35,335,6,2010,99,2,1.98,434,500,2,10,12,2,2692,2,2,4,0,20,0,240,3632,4,5,7264,0
237,28,32,2,64,49,2,0.98,81,500,2,10,673,4,0,6,2,12,0,20,0,260,5054,12,5,30324,1
237,28,51,2,102,0,2,0,51,500,2,10,0,2,10,6,2,12,0,20,0,240,2302,12,5,13812,1
237,4,0,2,0,0,2,0,0,500,2,10,5,2,0,2,2,4,0,20,0,200,1410,4,5,2820,0
237,9,31,2,62,69,2,1.38,100,500,2,10,0,2,114,2,2,4,0,20,0,200,1600,4,5,3200,0
237,32,61,2,122,154,4,6.16,215,500,2,10,57,2,0,2,2,4,0,20,0,260,2252,4,5,4504,0
237,5,26,2,52,17,2,0.34,43,500,2,10,0,2,2456,2,2,4,0,20,0,200,1486,4,5,2972,0
237,2,73,2,146,5,2,0.1,78,500,2,10,614,4,0,6,2,12,0,20,0,260,4812,12,5,28872,1
237,2,0,2,0,0,2,0,0,500,2,10,0,2,230,6,2,12,0,20,0,240,2200,12,5,13200,1
237,16,127,4,508,101,4,4.04,228,500,2,10,115,2,0,2,2,4,0,20,0,280,2542,4,5,5084,0
237,19,162,4,648,49,2,0.98,211,500,2,10,0,2,114,2,2,4,0,20,0,220,2146,4,5,4292,0
237,5,154,4,616,46,2,0.92,200,500,2,10,57,2,0,2,2,4,0,20,0,220,2222,4,5,4444,0
237,2,218,6,1308,93,2,1.86,311,500,2,10,0,2,21774,6,2,12,0,20,0,280,3694,12,5,22164,1
237,2,759,6,4554,147,4,5.88,906,550,4,22,3629,6,0,6,2,12,0,20,0,420,30316,12,5,181896,1
237,2,76,2,152,34,2,0.68,110,500,2,10,0,2,8,6,2,12,0,20,0,240,2420,12,5,14520,1
237,16,38,2,76,85,2,1.7,123,500,2,10,4,2,0,2,2,4,0,20,0,200,1654,4,5,3308,0
237,5,129,4,516,13,2,0.26,142,500,2,10,0,2,0,2,2,4,0,20,0,220,1942,4,5,3884,0
237,19,199,4,796,63,2,1.26,262,500,2,10,0,2,0,2,2,4,0,20,0,220,2322,4,5,4644,0
237,31,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
237,4,2,2,4,5,2,0.1,7,500,2,10,0,2,0,2,2,4,0,20,0,200,1414,4,5,2828,0
237,5,14,2,28,8,2,0.16,22,500,2,10,0,2,0,2,2,4,0,20,0,200,1444,4,5,2888,0
237,18,9,2,18,0,2,0,9,500,2,10,0,2,0,2,2,4,0,20,0,200,1418,4,5,2836,0
237,9,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
237,32,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
237,16,1,2,2,0.7,2,0.014,1.7,500,2,10,0,2,0,2,2,4,0,20,0,200,1403.4,4,5,2806.8,0
237,16,17,2,34,4,2,0.08,21,500,2,10,0,2,62,2,2,4,0,20,0,200,1442,4,5,2884,0
237,2,166,4,664,83,2,1.66,249,500,2,10,31,2,0,6,2,12,0,20,0,260,3092,12,5,18552,1
237,2,50,2,100,4,2,0.08,54,500,2,10,0,2,244,6,2,12,0,20,0,240,2308,12,5,13848,1
237,2,90,2,180,29,2,0.58,119,500,2,10,122,2,46,6,2,12,0,20,0,240,2682,12,5,16092,1
237,2,0,2,0,0,2,0,0,500,2,10,23,2,506622,6,2,12,0,20,0,240,2246,12,5,13476,1
199,2,5703,6,34218,13433,6,805.98,19136,500,2,10,84437,6,0,2,2,4,0,20,0,400,622838,4,5,1245676,1
199,8,58,2,116,0,2,0,58,500,2,10,0,2,2784,2,2,4,0,20,0,200,1516,4,5,3032,0
199,12,152,4,608,0,2,0,152,500,2,10,696,4,390,2,2,4,0,20,0,240,4792,4,5,9584,0
199,6,90,2,180,0,2,0,90,500,2,10,195,2,0,2,2,4,0,20,0,200,1970,4,5,3940,0
199,6,119,4,476,0,2,0,119,500,2,10,0,2,466,2,2,4,0,20,0,220,1876,4,5,3752,0
199,25,53,2,106,0,2,0,53,500,2,10,233,2,22,2,2,4,0,20,0,200,1972,4,5,3944,0
199,40,93,2,186,0,2,0,93,500,2,10,11,2,0,2,2,4,0,20,0,200,1608,4,5,3216,0
199,8,189,4,756,0,2,0,189,500,2,10,0,2,18,2,2,4,0,20,0,220,2156,4,5,4312,0
199,8,171,4,684,0,2,0,171,500,2,10,9,2,0,2,2,4,0,20,0,220,2102,4,5,4204,0
199,32,30,2,60,0,2,0,30,500,2,10,0,2,2992,2,2,4,0,20,0,200,1460,4,5,2920,0
199,31,76,2,152,0,2,0,76,500,2,10,748,4,3780,2,2,4,0,20,0,220,4544,4,5,9088,0
199,4,96,2,192,0,2,0,96,500,2,10,945,4,0,2,2,4,0,20,0,220,5372,4,5,10744,1
199,14,126,4,504,0,2,0,126,500,2,10,0,2,134,2,2,4,0,20,0,220,1904,4,5,3808,0
199,0,55,2,110,0,2,0,55,500,2,10,67,2,12,2,2,4,0,20,0,200,1644,4,5,3288,0
199,5,29,2,58,0,2,0,29,500,2,10,6,2,554,2,2,4,0,20,0,200,1470,4,5,2940,0
199,5,127,4,508,0,2,0,127,500,2,10,277,2,0,2,2,4,0,20,0,220,2462,4,5,4924,0
199,5,134,4,536,0,2,0,134,500,2,10,0,2,350,2,2,4,0,20,0,220,1936,4,5,3872,0
199,5,56,2,112,0,2,0,56,500,2,10,175,2,0,2,2,4,0,20,0,200,1862,4,5,3724,0
199,20,86,2,172,0,2,0,86,500,2,10,0,2,0,6,2,12,0,20,0,240,2372,12,5,14232,1
199,19,162,4,648,0,2,0,162,500,2,10,0,2,0,6,2,12,0,20,0,260,2848,12,5,17088,1
199,19,302,6,1812,0,2,0,302,500,2,10,0,2,0,6,2,12,0,20,0,280,4012,12,5,24072,1
199,19,59,2,118,0,2,0,59,500,2,10,0,2,0,6,2,12,0,20,0,240,2318,12,5,13908,1
199,22,110,4,440,0,2,0,110,500,2,10,0,2,16368,2,2,4,0,20,0,220,1840,4,5,3680,0
199,9,103,4,412,0,2,0,103,500,2,10,2728,6,146,2,2,4,0,20,0,260,18180,4,5,36360,1
199,30,66,2,132,0,2,0,66,500,2,10,73,2,94,2,2,4,0,20,0,200,1678,4,5,3356,0
199,33,48,2,96,0,2,0,48,500,2,10,47,2,105540,2,2,4,0,20,0,200,1590,4,5,3180,0
199,11,127,4,508,0,2,0,127,500,2,10,17590,6,8124,2,2,4,0,20,0,260,107448,4,5,214896,1
199,12,43,2,86,0,2,0,43,500,2,10,1354,6,2,2,2,4,0,20,0,240,9610,4,5,19220,1
199,12,165,4,660,0,2,0,165,500,2,10,1,2,0,2,2,4,0,20,0,220,2062,4,5,4124,0
199,8,140,4,560,0,2,0,140,500,2,10,0,2,25092,2,2,4,0,20,0,220,1960,4,5,3920,0
199,8,114,4,456,0,2,0,114,500,2,10,4182,6,0,2,2,4,0,20,0,260,26948,4,5,53896,1
199,8,45,2,90,0,2,0,45,500,2,10,0,2,0,2,2,4,0,20,0,200,1490,4,5,2980,0
199,27,60,2,120,0,2,0,60,500,2,10,0,2,0,2,2,4,0,20,0,200,1520,4,5,3040,0
199,29,85,2,170,0,2,0,85,500,2,10,0,2,17856,2,2,4,0,20,0,200,1570,4,5,3140,0
199,9,119,4,476,0,2,0,119,500,2,10,2976,6,22,2,2,4,0,20,0,260,19732,4,5,39464,1
199,32,123,4,492,0,2,0,123,500,2,10,11,2,10,2,2,4,0,20,0,220,1914,4,5,3828,0
199,32,112,4,448,0,2,0,112,500,2,10,5,2,6,2,2,4,0,20,0,220,1858,4,5,3716,0
199,16,153,4,612,0,2,0,153,500,2,10,3,2,0,4,2,8,0,20,0,240,2418,8,5,9672,0
199,16,77,2,154,0,2,0,77,500,2,10,0,2,0,4,2,8,0,20,0,220,1954,8,5,7816,0
199,16,56,2,112,0,2,0,56,500,2,10,0,2,51078,4,2,8,0,20,0,220,1912,8,5,7648,0
199,16,182,4,728,0,2,0,182,500,2,10,8513,6,8,4,2,8,0,20,0,280,53606,8,5,214424,1
199,16,44,2,88,0,2,0,44,500,2,10,4,2,0,4,2,8,0,20,0,220,1896,8,5,7584,0
199,15,146,4,584,0,2,0,146,500,2,10,0,2,6588,2,2,4,0,20,0,220,1984,4,5,3968,0
199,15,112,4,448,0,2,0,112,500,2,10,1098,6,20,2,2,4,0,20,0,260,8436,4,5,16872,1
199,13,156,4,624,0,2,0,156,500,2,10,10,2,0,2,2,4,0,20,0,220,2044,4,5,4088,0
199,13,0,2,0,0,2,0,0,500,2,10,0,2,0,2,2,4,0,20,0,200,1400,4,5,2800,0
199,18,0,2,0,0,2,0,0,500,2,10,0,2,103812,2,2,4,0,20,0,200,1400,4,5,2800,0
185,2,1124,6,6744,949,6,56.94,2073,550,4,22,17302,6,24,2,2,4,0,20,0,440,118850,4,5,237700,1
185,6,370,6,2220,0,2,0,370,500,2,10,12,2,104,2,2,4,0,20,0,240,3644,4,5,7288,0
185,6,853,6,5118,16,2,0.32,869,500,2,10,52,2,248,2,4,8,0,20,0,260,7054,8,5,28216,1
185,6,47,2,94,159,4,6.36,206,500,2,10,124,2,14,2,2,4,0,20,0,260,2378,4,5,4756,0
185,8,95,2,190,133,4,5.32,228,500,2,10,7,2,238,4,2,8,0,20,0,280,2536,8,5,10144,1
185,8,1315,6,7890,163,4,6.52,1478,500,2,10,119,2,0,4,2,8,0,20,0,320,10580,8,5,42320,1
185,8,317,6,1902,44,2,0.88,361,500,2,10,0,2,0,4,2,8,0,20,0,260,3790,8,5,15160,1
185,8,702,6,4212,177,4,7.08,879,500,2,10,0,2,0,4,2,8,0,20,0,320,6720,8,5,26880,1
185,16,0,2,0,0,2,0,0,500,2,10,0,2,26,2,2,4,0,20,0,200,1400,4,5,2800,0
185,8,95,2,190,0,2,0,95,500,2,10,13,2,6318,4,4,16,0,20,0,240,2816,16,5,22528,1
185,8,0,2,0,0,2,0,0,500,2,10,1053,6,104,4,2,8,0,20,0,260,8118,8,5,32472,1
185,16,919,6,5514,420,6,25.2,1339,500,2,10,52,2,0,2,2,4,0,20,0,360,9538,4,5,19076,1
185,19,914,6,5484,122,4,4.88,1036,500,2,10,0,2,0,6,2,12,0,20,0,340,8172,12,5,49032,1
185,6,26,2,52,0,2,0,26,500,2,10,0,2,0,2,2,4,0,20,0,200,1452,4,5,2904,0
185,31,305,6,1830,5,2,0.1,310,500,2,10,0,2,102,2,2,4,0,20,0,240,3240,4,5,6480,0
185,4,56,2,112,7200,6,432,7256,500,2,10,51,2,0,2,2,4,0,20,0,320,44814,4,5,89628,1
185,4,296,6,1776,15,2,0.3,311,500,2,10,0,2,0,2,2,4,0,20,0,240,3206,4,5,6412,0
185,31,248,6,1488,0,2,0,248,500,2,10,0,2,30,2,2,4,0,20,0,240,2888,4,5,5776,0
185,14,994,6,5964,44,2,0.88,1038,500,2,10,15,2,2,2,2,4,0,20,0,240,7482,4,5,14964,1
185,14,513,6,3078,9,2,0.18,522,500,2,10,1,2,98,2,2,4,0,20,0,240,4498,4,5,8996,0
185,43,249,6,1494,29,2,0.58,278,500,2,10,49,2,0,2,2,4,0,20,0,240,3050,4,5,6100,0
185,5,722,6,4332,28,2,0.56,750,500,2,10,0,2,0,2,2,4,0,20,0,240,5788,4,5,11576,1
185,5,71,2,142,66,2,1.32,137,500,2,10,0,2,0,2,2,4,0,20,0,200,1674,4,5,3348,0
185,19,1921,6,11526,247,6,14.82,2168,500,2,10,0,2,0,6,2,12,0,20,0,400,15208,12,5,91248,1
185,19,18,2,36,0,2,0,18,500,2,10,0,2,148,6,4,24,0,20,0,260,3436,24,5,41232,1
185,19,590,6,3540,0,2,0,590,500,2,10,74,2,158,6,4,24,0,20,0,300,7088,24,5,85056,1
185,19,404,6,2424,0,2,0,404,500,2,10,79,2,11670,6,2,12,0,20,0,280,4782,12,5,28692,1
185,19,281,6,1686,11,2,0.22,292,500,2,10,1945,6,88,6,2,12,0,20,0,320,15578,12,5,93468,1
185,19,587,6,3522,0,2,0,587,500,2,10,44,2,70,6,2,12,0,20,0,280,5810,12,5,34860,1
185,19,175,4,700,0,2,0,175,500,2,10,35,2,706,6,2,12,0,20,0,260,2970,12,5,17820,1
185,19,205,6,1230,0,2,0,205,500,2,10,353,2,8,6,2,12,0,20,0,280,4136,12,5,24816,1
185,19,0,2,0,0,2,0,0,500,2,10,4,2,0,6,4,24,0,20,0,260,3408,24,5,40896,1
185,16,367,6,2202,18,2,0.36,385,500,2,10,0,2,0,2,2,4,0,20,0,240,3638,4,5,7276,0
185,9,64,2,128,95,2,1.9,159,500,2,10,0,2,16,2,2,4,1,40,40,220,2118,8,5,8472,0
185,9,737,6,4422,164,4,6.56,901,500,2,10,8,2,8,2,2,4,0,20,0,300,6494,4,5,12988,1
185,9,1079,6,6474,67,2,1.34,1146,500,2,10,4,2,86,2,2,4,0,20,0,240,8016,4,5,16032,1
185,11,1002,6,6012,95,2,1.9,1097,500,2,10,43,2,128,2,2,4,0,20,0,240,7688,4,5,15376,1
185,11,44,2,88,62,2,1.24,106,500,2,10,64,2,8,2,2,4,0,20,0,200,1740,4,5,3480,0
185,12,289,6,1734,11,2,0.22,300,500,2,10,4,2,86,2,2,4,0,20,0,240,3164,4,5,6328,0
185,12,60,2,120,114,4,4.56,174,500,2,10,43,2,114,2,2,4,0,20,0,260,2062,4,5,4124,0
185,8,79,2,158,101,4,4.04,180,500,2,10,57,2,4,2,2,4,0,20,0,260,2076,4,5,4152,0
185,8,326,6,1956,36,2,0.72,362,500,2,10,2,2,4,2,2,4,0,20,0,240,3432,4,5,6864,0
185,8,894,6,5364,132,4,5.28,1026,500,2,10,2,2,8,2,2,4,0,20,0,300,7296,4,5,14592,1
185,27,460,6,2760,117,4,4.68,577,500,2,10,4,2,20,2,2,4,0,20,0,300,4636,4,5,9272,0
185,29,701,6,4206,112,4,4.48,813,500,2,10,10,2,74,2,2,4,0,20,0,300,6074,4,5,12148,1
185,29,104,4,416,91,2,1.82,195,500,2,10,37,2,0,2,2,4,0,20,0,220,2072,4,5,4144,0
185,9,281,6,1686,41,2,0.82,322,500,2,10,0,2,102,2,2,4,0,20,0,240,3168,4,5,6336,0
185,9,70,2,140,60,2,1.2,130,500,2,10,51,2,194,2,2,4,0,20,0,200,1762,4,5,3524,0
185,32,78,2,156,97,2,1.94,175,500,2,10,97,2,0,2,2,4,0,20,0,200,1944,4,5,3888,0
185,32,709,6,4254,195,4,7.8,904,500,2,10,0,2,0,2,2,4,0,20,0,300,6434,4,5,12868,1
185,32,139,4,556,110,4,4.4,249,500,2,10,0,2,0,2,2,4,0,20,0,280,2396,4,5,4792,0
185,8,246,6,1476,37,2,0.74,283,500,2,10,0,2,0,2,2,4,0,20,0,240,2950,4,5,5900,0
185,4,248,6,1488,10,2,0.2,258,500,2,10,0,2,0,2,2,4,0,20,0,240,2908,4,5,5816,0
185,15,128,4,512,175,4,7,303,500,2,10,0,2,0,2,2,4,0,20,0,280,2612,4,5,5224,0
185,15,383,6,2298,28,2,0.56,411,500,2,10,0,2,0,2,2,4,0,20,0,240,3754,4,5,7508,0
185,15,374,6,2244,55,2,1.1,429,500,2,10,0,2,8,2,2,4,0,20,0,240,3754,4,5,7508,0
185,15,1144,6,6864,141,4,5.64,1285,500,2,10,4,2,0,2,2,4,0,20,0,300,8836,4,5,17672,1
185,13,499,6,2994,64,2,1.28,563,500,2,10,0,2,4,2,2,4,0,20,0,240,4522,4,5,9044,0
185,13,825,6,4950,159,4,6.36,984,500,2,10,2,2,148,2,2,4,0,20,0,300,6990,4,5,13980,1
185,13,25,2,50,180,4,7.2,205,500,2,10,74,2,2,2,2,4,0,20,0,260,2318,4,5,4636,0
185,18,720,6,4320,43,2,0.86,763,500,2,10,1,2,40,2,2,4,0,20,0,240,5808,4,5,11616,1
185,18,73,2,146,124,4,4.96,197,500,2,10,20,2,0,2,2,4,0,20,0,260,2082,4,5,4164,0
185,43,520,6,3120,0,2,0,520,500,2,10,0,2,22,2,2,4,0,20,0,240,4520,4,5,9040,0
185,19,116,4,464,0,2,0,116,500,2,10,11,2,38,6,2,12,0,20,0,260,2686,12,5,16116,1
185,19,0,2,0,0,2,0,0,500,2,10,19,2,28,6,2,12,0,20,0,240,2238,12,5,13428,1
185,6,65,2,130,3,2,0.06,68,500,2,10,14,2,708,2,2,4,0,20,0,200,1564,4,5,3128,0
185,6,79,2,158,0,2,0,79,500,2,10,354,2,8,2,2,4,0,20,0,200,2266,4,5,4532,0
185,19,328,6,1968,25,2,0.5,353,500,2,10,4,2,26,6,2,12,0,20,0,280,4226,12,5,25356,1
185,19,90,2,180,0,2,0,90,500,2,10,13,2,0,6,2,12,0,20,0,240,2406,12,5,14436,1
185,9,500,6,3000,54,2,1.08,554,500,2,10,0,2,0,2,2,4,0,20,0,240,4508,4,5,9016,0
185,9,707,6,4242,72,2,1.44,779,500,2,10,0,2,784,2,2,4,0,20,0,240,5786,4,5,11572,1
185,14,108,4,432,198,4,7.92,306,500,2,10,392,2,12,2,2,4,0,20,0,280,3408,4,5,6816,0
185,13,346,6,2076,9,2,0.18,355,500,2,10,6,2,66,2,2,4,0,20,0,240,3506,4,5,7012,0
185,22,60,2,120,108,4,4.32,168,500,2,10,33,2,0,2,2,4,0,20,0,260,2018,4,5,4036,0
